,High cloud cover,Low cloud cover,Medium cloud cover,Pressure,Pressure reduced to MSL,Relative humidity,Temperature,Total cloud cover,Total precipitation,u-component of wind,v-component of wind
20150102010000,0.0,23.4375,32.7392578125,102668.26782226562,102691.22924804688,71.92805862426758,289.9749755859375,32.71484375,0.0,-0.6306257247924805,-6.530660629272461
20150101230000,0.0,25.5859375,47.55859375,102585.62622070312,102608.36791992188,71.98852062225342,289.6291198730469,47.55859375,0.0,-0.9324817657470703,-7.11552619934082
20150101200000,0.0,29.4921875,35.83984375,102451.52587890625,102474.21264648438,72.95420360565186,289.2402038574219,35.83984375,0.0,-0.12892818450927734,-8.526103019714355
20150102000000,0.0,26.806640625,46.0205078125,102639.42260742188,102668.359375,71.82650852203369,289.8151092529297,45.99609375,0.0,-0.6278038024902344,-6.676684379577637
20150101210000,0.0,25.927734375,34.521484375,102474.56665039062,102491.13159179688,72.79792976379395,289.3863067626953,34.521484375,0.0,-0.3990449905395508,-8.158823013305664
20150101220000,0.0,27.44140625,39.16015625,102514.23950195312,102536.5234375,72.5790433883667,289.52001953125,39.16015625,0.0,-0.6345586776733398,-7.771142959594727
20150101190000,0.0,26.953125,54.931640625,102452.42919921875,102472.84545898438,73.40074157714844,289.14808654785156,54.931640625,0.0,0.056240081787109375,-8.467243194580078
20150102020000,0.0,24.609375,37.98828125,102634.02709960938,102652.96630859375,71.81243515014648,290.0475158691406,37.98828125,0.0,-0.29909610748291016,-6.233133316040039
20150103020000,0.0,0.09765625,0.0,102520.79467773438,102542.27294921875,70.04850769042969,290.80174255371094,0.09765625,0.0,-2.2722177505493164,-2.402528762817383
20150102190000,0.0,22.607421875,6.8359375,102398.98681640625,102415.52734375,71.25261116027832,290.14501953125,22.607421875,0.0,-2.6524314880371094,-5.423099517822266
20150102200000,0.0,23.73046875,4.5654296875,102381.48193359375,102407.3974609375,71.96627807617188,290.1643981933594,23.73046875,0.0,-2.980113983154297,-4.701922416687012
20150103010000,0.0,0.390625,0.1953125,102573.61450195312,102598.82202148438,71.56717300415039,290.5569305419922,0.390625,0.0,-2.762558937072754,-2.294830322265625
20150102230000,0.0,10.791015625,10.0341796875,102515.02075195312,102537.67700195312,74.28944683074951,290.25868225097656,11.03515625,0.0,-3.162602424621582,-2.5522518157958984
20150102210000,0.0,17.236328125,12.5,102405.26123046875,102424.44458007812,72.90307140350342,290.1752014160156,17.87109375,0.0,-3.192776679992676,-4.100481033325195
20150102220000,0.0,15.771484375,6.591796875,102448.08959960938,102468.701171875,73.77457332611084,290.19007873535156,15.771484375,0.0,-3.4509201049804688,-3.3203392028808594
20150103000000,0.0,3.564453125,2.392578125,102569.32983398438,102586.17553710938,73.42412948608398,290.3717346191406,3.564453125,0.0,-2.997797966003418,-2.3642024993896484
20150104010000,0.0,0.146484375,0.0,102183.59375,102205.908203125,71.87646865844727,292.0926513671875,0.146484375,0.0,-1.1931777000427246,-0.27352142333984375
20150104000000,0.0,1.220703125,0.0,102156.39038085938,102180.55419921875,72.65212821960449,292.0751953125,1.220703125,0.0,-1.0565824508666992,-0.17014503479003906
20150103220000,0.0,1.611328125,0.0,102058.75854492188,102081.93969726562,72.7837085723877,292.0491027832031,1.611328125,0.0,-0.8846921920776367,0.2527732849121094
20150103190000,0.0,4.58984375,0.0,102051.85546875,102070.63598632812,74.78799819946289,292.2684020996094,4.58984375,0.0,-0.42970895767211914,0.11872386932373047
