,Geop100,Geop1000,Geop150,Geop200,Geop250,Geop300,Geop400,Geop500,Geop600,Geop700,Geop800,Geop850,Geop900,Geop925,Geop950,Geop975,Rela100,Rela1000,Rela150,Rela200,Rela250,Rela300,Rela400,Rela500,Rela600,Rela700,Rela800,Rela850,Rela900,Rela925,Rela950,Rela975,Temp100,Temp1000,Temp150,Temp200,Temp250,Temp300,Temp400,Temp500,Temp600,Temp700,Temp800,Temp850,Temp900,Temp925,Temp950,Temp975,Vert100,Vert1000,Vert150,Vert200,Vert250,Vert300,Vert400,Vert500,Vert600,Vert700,Vert800,Vert850,Vert900,Vert925,Vert950,Vert975,u-co100,u-co1000,u-co150,u-co200,u-co250,u-co300,u-co400,u-co500,u-co600,u-co700,u-co800,u-co850,u-co900,u-co925,u-co950,u-co975,v-co100,v-co1000,v-co150,v-co200,v-co250,v-co300,v-co400,v-co500,v-co600,v-co700,v-co800,v-co850,v-co900,v-co925,v-co950,v-co975
20160702210000,16691.84375,119.43785095214844,14286.47265625,12466.9248046875,10987.6708984375,9725.0068359375,7623.60107421875,5912.78173828125,4457.01416015625,3188.00732421875,2061.182861328125,1542.5660400390625,1047.6826171875,808.6243286132812,574.4793701171875,344.8780517578125,,73.44597816467285,,,,23.68341863155365,21.096200466156006,11.859965324401855,37.360485553741455,33.403130292892456,62.59462833404541,70.98741817474365,72.77410507202148,79.2879467010498,83.14344787597656,78.67143249511719,197.5595703125,301.9584045410156,209.9056396484375,221.8492431640625,231.77391052246094,241.58912658691406,256.76536560058594,267.7217102050781,276.692626953125,284.7989501953125,289.33880615234375,292.00115966796875,294.8654479980469,296.1595458984375,297.8594665527344,299.9189758300781,-0.014001309871673584,0.011430978775024414,-0.040297746658325195,0.04965639114379883,0.0897359848022461,0.04892539978027344,0.06007957458496094,0.10654258728027344,-0.26804351806640625,0.2577056884765625,-0.08903884887695312,-0.013278961181640625,0.06544685363769531,0.12540721893310547,0.11338615417480469,0.05169820785522461,-8.92376708984375,-2.4164295196533203,-10.748252868652344,-9.5469970703125,-6.753561019897461,-5.440876007080078,-2.826409339904785,-4.82205867767334,-3.1524181365966797,-3.539093017578125,-4.839912414550781,-4.253166198730469,-2.5941429138183594,-2.41668701171875,-2.5494651794433594,-2.55059814453125,-0.23117733001708984,5.292539596557617,0.8369884490966797,0.3189964294433594,3.2933216094970703,4.920497894287109,6.042481422424316,4.8340654373168945,6.576992988586426,1.9800653457641602,5.781354904174805,5.952714920043945,5.859220504760742,5.891122817993164,5.898469924926758,5.831441879272461
20160703000000,16697.927734375,124.80899047851562,14293.603515625,12473.5087890625,10993.8818359375,9730.8779296875,7628.5947265625,5917.2548828125,4462.671875,3193.90478515625,2066.105224609375,1547.0909423828125,1052.7843017578125,813.9104614257812,579.7734375,350.1603546142578,,70.5549488067627,,,,21.09911549091339,16.76516580581665,20.831132531166077,19.036506414413452,10.715658187866211,43.30039644241333,48.878339767456055,84.77541732788086,87.29990005493164,83.45725059509277,77.25068092346191,197.80177307128906,302.0627136230469,210.04441833496094,221.75425720214844,231.90036010742188,241.7115478515625,256.9320831298828,267.3931884765625,276.6487731933594,285.0035400390625,289.80322265625,292.7725830078125,294.233642578125,295.9254455566406,297.8114013671875,299.9087829589844,0.027003824710845947,0.10388350486755371,-0.12280929088592529,0.012339591979980469,0.05261516571044922,0.11719131469726562,0.08568763732910156,-0.03418731689453125,-0.20650672912597656,0.24640369415283203,-0.22670364379882812,-0.502253532409668,-0.06999492645263672,0.06562185287475586,0.17565155029296875,0.17714834213256836,-9.626541137695312,-2.4321155548095703,-8.170862197875977,-6.948993682861328,-3.9709529876708984,-3.9805660247802734,-3.922393798828125,-3.381838798522949,-2.401792526245117,-2.984670639038086,-4.838096618652344,-5.0918731689453125,-3.4008636474609375,-3.269733428955078,-3.0688228607177734,-2.7750015258789062,1.2849206924438477,4.340381622314453,2.0424633026123047,2.518190383911133,4.817739486694336,5.782354354858398,6.077629089355469,4.717497825622559,5.092090606689453,4.774410247802734,7.261009216308594,8.079500198364258,7.1729583740234375,6.630260467529297,5.438385009765625,4.688268661499023
20160704000000,16710.1640625,121.39071655273438,14312.6669921875,12493.5322265625,11011.1845703125,9742.75,7634.41064453125,5914.62353515625,4458.490234375,3188.86083984375,2062.0665283203125,1542.63916015625,1048.2432250976562,809.65087890625,575.9307556152344,346.6088104248047,,65.90048217773438,,,,26.524429202079773,43.083265125751495,23.707255482673645,51.17643105983734,63.332393407821655,58.36789798736572,30.89101219177246,76.05520439147949,85.89860153198242,79.43950462341309,72.29243469238281,198.26898193359375,302.0182800292969,209.08657836914062,222.3583984375,232.5485382080078,242.80319213867188,257.3975372314453,268.36065673828125,276.5881042480469,284.14569091796875,289.6737976074219,293.4057312011719,294.2429504394531,295.4646911621094,297.6263732910156,299.8309631347656,-0.01070314645767212,0.09564518928527832,-0.002427816390991211,0.0674138069152832,0.0030622482299804688,-0.058437347412109375,0.05949592590332031,0.2034740447998047,-0.06877708435058594,-0.06174659729003906,0.04649543762207031,0.13819408416748047,0.05971336364746094,0.06867599487304688,0.060842037200927734,0.08469390869140625,-7.110139846801758,-4.403692245483398,-1.9425697326660156,0.3574714660644531,-0.8789424896240234,2.0809221267700195,0.8586511611938477,-0.7287807464599609,-3.607027053833008,-5.419506072998047,-4.1033477783203125,-5.100536346435547,-5.002048492431641,-5.251445770263672,-5.117431640625,-4.835485458374023,-5.099552154541016,1.9108314514160156,1.253143310546875,5.790138244628906,4.332927703857422,4.444553375244141,7.073813438415527,5.512361526489258,5.220155715942383,5.458160400390625,5.140514373779297,4.114545822143555,3.9300060272216797,2.8136520385742188,2.3718347549438477,2.113882064819336
20160703210000,16698.7578125,113.63751983642578,14300.8037109375,12480.2958984375,10998.2060546875,9730.697265625,7625.06640625,5907.666015625,4450.6220703125,3182.112548828125,2054.8084716796875,1535.0751953125,1039.7631225585938,801.2306518554688,567.7077941894531,338.573486328125,,69.83425903320312,,,,22.17135751247406,50.168337881565094,16.61144781112671,43.83885073661804,62.14593434333801,22.843000888824463,40.52050018310547,64.76963424682617,85.26449775695801,81.06088829040527,74.25351333618164,197.7798309326172,301.482421875,209.4084930419922,222.246337890625,232.48744201660156,242.77566528320312,256.9035186767578,268.7364501953125,276.7160339355469,284.2778625488281,290.65557861328125,293.359130859375,294.7684326171875,295.2702941894531,297.3539733886719,299.51385498046875,-0.014744818210601807,0.0717618465423584,0.013915061950683594,0.0813131332397461,0.044017791748046875,0.1036367416381836,-0.07596397399902344,-0.13492584228515625,0.16414260864257812,0.11825942993164062,-0.019590377807617188,-0.097320556640625,-0.14610767364501953,-0.03285026550292969,0.03802919387817383,0.06763505935668945,-6.227856636047363,-3.317533493041992,-2.7178688049316406,0.5458049774169922,2.709230422973633,2.5003128051757812,0.6270484924316406,-1.86956787109375,-2.5831832885742188,-4.293621063232422,-3.618663787841797,-3.765338897705078,-2.859729766845703,-3.390869140625,-3.538890838623047,-3.5709171295166016,-4.610934734344482,2.372356414794922,2.380413055419922,5.685693740844727,5.870109558105469,6.060973167419434,7.574612617492676,5.825905799865723,5.49873161315918,5.733282089233398,3.671365737915039,2.0392627716064453,2.8681106567382812,3.2765960693359375,3.1492443084716797,2.973499298095703
20160705000000,16701.560546875,125.12983703613281,14310.5654296875,12498.80859375,11022.7421875,9756.66796875,7643.17724609375,5919.95556640625,4461.78125,3193.436279296875,2066.2894287109375,1546.81884765625,1052.907470703125,814.2420654296875,580.1942749023438,350.5497741699219,,68.02935218811035,,,,14.956292390823364,9.640512764453888,6.2106850147247314,42.805760860443115,12.900102138519287,41.87808179855347,67.30455589294434,94.04384803771973,89.95936870574951,82.26503562927246,74.70645809173584,197.89366149902344,302.2442932128906,208.4332733154297,221.0863494873047,231.72470092773438,242.80667114257812,258.3410186767578,268.7489929199219,276.1723327636719,284.9618835449219,290.0565490722656,292.34893798828125,293.68011474609375,295.6591796875,297.84765625,300.05596923828125,-0.017866134643554688,0.15924477577209473,-0.02634221315383911,0.014608383178710938,0.10155296325683594,0.0770263671875,-0.08617115020751953,-0.030839920043945312,0.15394210815429688,-0.073394775390625,-0.04231834411621094,-0.06863784790039062,-0.1081085205078125,-0.08629512786865234,-0.004508018493652344,0.10229110717773438,-11.26073932647705,-6.91142463684082,-9.512859344482422,-1.9430484771728516,-2.712158203125,-4.836804389953613,-7.58145809173584,-10.143701553344727,-8.68061351776123,-7.735039710998535,-5.607006072998047,-4.573108673095703,-7.303045272827148,-7.888525009155273,-7.820838928222656,-7.526941299438477,-5.33112907409668,2.2264537811279297,-4.40662956237793,-2.9609317779541016,-4.458477020263672,-0.32227134704589844,4.867755889892578,2.7425689697265625,-0.4429969787597656,3.4758596420288086,3.583279609680176,4.687262535095215,4.029362678527832,3.264157295227051,2.854001998901367,2.52996826171875
20160704210000,16694.07421875,117.03789520263672,14302.576171875,12490.6171875,11013.87890625,9747.0712890625,7632.67236328125,5911.4404296875,4454.36328125,3184.298828125,2057.3690185546875,1538.3414306640625,1044.43408203125,805.7073364257812,571.8187255859375,342.32281494140625,,66.8220043182373,,,,21.20665955543518,7.815624356269836,13.022895574569702,56.18135070800781,27.30774998664856,29.973729133605957,38.01167678833008,65.5792465209961,77.21754264831543,75.59469032287598,69.96522903442383,197.89764404296875,301.9773254394531,208.71363830566406,220.95599365234375,232.02456665039062,242.77566528320312,258.2997283935547,268.69232177734375,276.4610595703125,285.02618408203125,290.2434997558594,292.9110107421875,294.5155029296875,295.9264221191406,297.9225158691406,300.0549011230469,-0.01587924361228943,0.20381474494934082,-0.017367839813232422,0.06897258758544922,0.03120136260986328,-0.1475515365600586,0.20943260192871094,-0.0012035369873046875,0.08260345458984375,-0.004024505615234375,0.06305313110351562,0.07005119323730469,0.24482345581054688,0.3492870330810547,0.35958385467529297,0.2965221405029297,-10.725257873535156,-5.777997970581055,-9.27827262878418,-0.4712667465209961,-1.330251693725586,-3.223081588745117,-7.366641998291016,-8.649102210998535,-7.63160514831543,-6.412035942077637,-5.464744567871094,-5.348276138305664,-5.374935150146484,-6.153125762939453,-6.588916778564453,-6.650325775146484,-6.158194541931152,4.302644729614258,-6.372629165649414,-2.3968849182128906,-4.548885345458984,0.029623031616210938,3.2309741973876953,1.9656105041503906,1.302530288696289,3.6014041900634766,3.7550525665283203,5.952797889709473,6.048347473144531,5.405835151672363,5.313721656799316,5.19580078125
20160705210000,16699.607421875,110.44774627685547,14303.9169921875,12492.662109375,11011.052734375,9742.892578125,7631.45068359375,5906.94140625,4449.89111328125,3180.16162109375,2054.365478515625,1534.5936279296875,1039.9995727539062,800.7201538085938,566.2228393554688,336.1687927246094,,75.30780029296875,,,,3.2736411690711975,2.869010090827942,14.590553045272827,51.599156856536865,49.516371965408325,73.01543641090393,76.46099209785461,92.20720863342285,91.34891986846924,87.65748500823975,81.64674949645996,198.06675720214844,302.1432800292969,208.6540985107422,221.4817352294922,232.7095184326172,242.80699157714844,258.61505126953125,268.80426025390625,276.6500244140625,283.9828186035156,289.3642272949219,292.2231750488281,294.3487243652344,296.1852722167969,298.1664123535156,300.2124328613281,0.04826386272907257,0.19181525707244873,-0.028932809829711914,0.0031104087829589844,0.1630573272705078,0.07839488983154297,0.0884714126586914,0.15246200561523438,-0.30239295959472656,-0.03164100646972656,0.06044769287109375,0.11061286926269531,0.0010089874267578125,-0.010709762573242188,-0.0007114410400390625,0.08231258392333984,-8.44411563873291,-6.927720069885254,-0.40199851989746094,0.5747451782226562,-0.108184814453125,-5.696136474609375,-9.694994926452637,-8.496903419494629,-8.544815063476562,-8.112850189208984,-9.844799041748047,-10.624774932861328,-10.47390365600586,-10.218713760375977,-9.865673065185547,-9.164112091064453,-2.68625545501709,1.2203693389892578,2.716564178466797,2.7747726440429688,-0.7643394470214844,-3.573587417602539,-0.2929372787475586,4.423944473266602,1.1529350280761719,1.4817314147949219,4.064910888671875,4.194147109985352,4.144353866577148,3.2855329513549805,2.6021461486816406,2.0580482482910156
20160706000000,16712.390625,118.75156021118164,14314.6953125,12503.384765625,11019.3720703125,9750.7373046875,7640.0361328125,5915.13720703125,4457.32421875,3188.037109375,2062.8582763671875,1543.220703125,1048.5623779296875,809.32568359375,574.7755432128906,344.66253662109375,,73.85511207580566,,,,7.83342182636261,10.198462724685669,17.71585500240326,33.011348485946655,62.637998819351196,71.19542479515076,69.26026678085327,92.71764659881592,91.50571632385254,86.89343452453613,80.50456619262695,197.87425231933594,302.5249938964844,208.5829620361328,221.87936401367188,232.9407958984375,242.80360412597656,258.6168670654297,269.2666931152344,276.986083984375,283.585205078125,289.34881591796875,292.4371337890625,294.3258361816406,296.1913757324219,298.231201171875,300.3684997558594,-0.01898232102394104,0.22466015815734863,0.016003012657165527,0.06323873996734619,0.10783052444458008,0.073455810546875,0.08876419067382812,0.020112037658691406,-0.16376972198486328,-0.33327579498291016,-0.0786142349243164,0.1974344253540039,0.4144315719604492,0.3858909606933594,0.33179807662963867,0.29735803604125977,-8.514010429382324,-7.3262834548950195,1.2150440216064453,2.162109375,0.6615190505981445,-6.754032135009766,-9.533397674560547,-9.78038501739502,-10.652763366699219,-10.464214324951172,-9.181793212890625,-9.055564880371094,-9.42403793334961,-9.186847686767578,-8.75697135925293,-8.153968811035156,0.9938430786132812,-0.21014785766601562,4.412282943725586,8.06599235534668,-1.371917724609375,-2.284269332885742,0.08680152893066406,3.4724512100219727,2.390239715576172,3.3097591400146484,3.9788637161254883,3.5938034057617188,2.0825881958007812,1.0732150077819824,0.40338850021362305,0.004384517669677734
20160707000000,16717.05859375,83.45569610595703,14346.8291015625,12540.1533203125,11043.3603515625,9757.818359375,7624.33349609375,5890.71044921875,4426.9384765625,3154.920654296875,2027.631103515625,1507.836181640625,1012.6090698242188,773.0682983398438,538.7380065917969,308.9163513183594,,82.55040168762207,,,,84.37511789798737,91.09634524583817,93.91691446304321,92.81295394897461,90.31182622909546,93.23124670982361,92.76613426208496,93.99527883529663,94.12785816192627,92.13892555236816,87.93616676330566,194.4481658935547,301.5230712890625,206.84927368164062,222.57701110839844,235.80979919433594,245.85726928710938,259.95640563964844,269.6557312011719,276.9310302734375,283.717041015625,289.1022644042969,291.8717956542969,294.68035888671875,296.1761474609375,297.8464050292969,299.6303405761719,-0.05170682072639465,0.2909424304962158,0.024417638778686523,0.3214871883392334,0.14067935943603516,-0.12609529495239258,0.09720802307128906,0.10601282119750977,0.2366657257080078,0.41629791259765625,0.41849422454833984,0.5463151931762695,0.6172342300415039,0.5263819694519043,0.4347209930419922,0.4078490734100342,6.063167572021484,-8.65860366821289,2.3330936431884766,-2.701021194458008,-1.2826576232910156,0.26268577575683594,-0.2678184509277344,-2.4544143676757812,-4.025411605834961,-6.114707946777344,-8.461788177490234,-11.169898986816406,-13.485418319702148,-13.39217758178711,-12.720947265625,-11.315704345703125,-3.616694450378418,2.1056947708129883,3.645965576171875,7.732076644897461,7.927490234375,6.190713882446289,9.684715270996094,9.254308700561523,7.908864974975586,9.384936332702637,10.652870178222656,10.35230827331543,7.594423294067383,5.897043228149414,4.714130401611328,3.45941162109375
20160706210000,16714.533203125,80.68648624420166,14336.744140625,12529.5478515625,11033.7998046875,9749.9521484375,7617.25927734375,5883.82177734375,4420.11767578125,3148.72509765625,2022.764892578125,1503.8780517578125,1009.1978149414062,769.908935546875,535.7786560058594,306.0796661376953,,79.54605102539062,,,,80.72911328077316,92.0409408211708,96.65613305568695,95.72378492355347,90.63307094573975,99.10720157623291,97.91533160209656,95.95704126358032,94.6790542602539,91.57770729064941,85.8574047088623,195.11463928222656,301.64385986328125,207.43563842773438,222.64732360839844,235.66143798828125,245.77880859375,260.08380126953125,269.5759582519531,276.99127197265625,283.6049499511719,288.4789123535156,291.3893127441406,294.374755859375,295.9378967285156,297.6669921875,299.6081237792969,-0.012586832046508789,0.31202101707458496,-0.06285250186920166,-0.39519643783569336,-1.067169189453125,-1.304304599761963,-0.8839845657348633,-1.0446605682373047,-1.1686019897460938,-0.16866397857666016,0.366455078125,0.5798454284667969,0.6466808319091797,0.5691118240356445,0.5106582641601562,0.4926581382751465,4.138404846191406,-8.706214904785156,6.9911956787109375,-3.255840301513672,-0.8711681365966797,1.4328632354736328,-0.2233562469482422,-2.446399688720703,-3.734508514404297,-5.064348220825195,-11.177793502807617,-14.153644561767578,-14.276960372924805,-13.480731964111328,-12.57125473022461,-11.139383316040039,-0.6391277313232422,-0.14963436126708984,1.9059677124023438,10.44207763671875,10.721611022949219,9.465757369995117,8.774368286132812,7.325448989868164,6.083759307861328,7.493995666503906,9.18575382232666,6.6939191818237305,3.2935256958007812,2.193230628967285,1.1782560348510742,0.4342947006225586
