,High cloud cover,Low cloud cover,Medium cloud cover,Pressure,Pressure reduced to MSL,Relative humidity,Temperature,Total cloud cover,Total precipitation,u-component of wind,v-component of wind
20150104090000,0.0,0.0,0.0,101950.90942382812,101970.5810546875,65.89602279663086,292.9491271972656,0.0,0.0,-0.31476306915283203,-1.2900276184082031
20150105100000,0.0,2.734375,0.0,101748.33374023438,101770.85571289062,70.44977569580078,293.7478485107422,2.734375,0.0,-2.877284049987793,4.0509033203125
20150105070000,0.0,0.244140625,0.0,101694.24438476562,101713.5498046875,66.65018081665039,293.8413543701172,0.244140625,0.0,-2.061727523803711,4.3675384521484375
20150105030000,0.0,1.5625,0.0,101831.18286132812,101849.69482421875,66.45549583435059,293.6299743652344,1.5625,0.0,-2.082477569580078,3.637479782104492
20150105120000,0.0,6.298828125,0.0,101748.33374023438,101769.68994140625,69.87939643859863,293.8124694824219,6.298828125,0.0,-2.218090057373047,5.2183990478515625
20150105150000,0.0,5.517578125,0.0,101722.34497070312,101739.48364257812,69.43757724761963,293.9413299560547,5.517578125,0.0,-0.8748302459716797,5.698413848876953
20150105040000,0.0,0.341796875,0.0,101806.57348632812,101825.9033203125,65.99466609954834,293.75001525878906,0.341796875,0.0,-1.6930179595947266,3.431873321533203
20150105130000,0.0,7.763671875,0.0,101741.92504882812,101763.671875,69.38253879547119,293.8710479736328,7.763671875,0.0,-1.9426918029785156,5.432550430297852
20150105090000,0.0,2.34375,0.0,101723.20556640625,101748.7060546875,68.73843765258789,293.80474853515625,2.34375,0.0,-2.670896530151367,3.9337148666381836
20150105180000,0.0,10.44921875,0.0,101650.05493164062,101666.63818359375,69.96088600158691,294.0128631591797,10.44921875,,0.5349669456481934,4.984870910644531
20150105160000,0.0,4.345703125,1.318359375,101696.74072265625,101717.84057617188,69.51628875732422,293.9697570800781,4.345703125,0.0,-0.5097455978393555,5.610857009887695
20150105170000,0.0,6.54296875,0.0,101670.703125,101696.25854492188,69.45276546478271,293.9799041748047,6.54296875,0.0,-0.050179481506347656,5.337196350097656
20150105110000,0.0,2.63671875,0.0,101755.078125,101774.35913085938,70.33161449432373,293.75425720214844,2.63671875,0.0,-2.8726701736450195,4.691891670227051
20150105080000,0.0,1.7578125,0.0,101730.52978515625,101754.60815429688,67.07313108444214,293.8755187988281,1.7578125,0.0,-2.302870750427246,3.9555044174194336
20150105140000,0.0,7.080078125,0.0,101738.31787109375,101758.0078125,69.11394500732422,293.91941833496094,7.080078125,0.0,-1.4604740142822266,5.632440567016602
20150105060000,0.0,0.0,0.0,101714.10522460938,101732.80029296875,66.19238471984863,293.8071594238281,0.0,0.0,-1.5780954360961914,4.591570854187012
20150105050000,0.0,0.439453125,0.0,101781.08520507812,101800.50048828125,65.86203384399414,293.8223876953125,0.439453125,0.0,-1.1967878341674805,3.935586929321289
20150106180000,0.0,45.166015625,11.81640625,101604.296875,101626.06201171875,76.2870512008667,292.1749725341797,45.166015625,,1.6670150756835938,-6.940774917602539
20150106060000,0.0,11.1328125,51.07421875,101348.74267578125,101372.16796875,79.6891279220581,294.3799743652344,51.07421875,0.0,3.722291946411133,-5.2393341064453125
20150106150000,0.0,36.865234375,21.875,101635.36376953125,101661.9873046875,76.05903625488281,292.462890625,36.865234375,0.0,1.3256549835205078,-8.11825180053711
20150106140000,0.0,31.4453125,20.703125,101620.73364257812,101646.78955078125,77.21533393859863,292.60260009765625,31.4453125,0.0,1.2958297729492188,-8.396854400634766
20150106130000,0.0,39.404296875,27.392578125,101603.564453125,101627.03247070312,77.281005859375,292.8760223388672,39.404296875,0.0,0.9837055206298828,-8.823661804199219
20150106170000,0.0,39.6484375,12.6953125,101619.287109375,101647.28393554688,76.30474853515625,292.2869110107422,39.6484375,0.0,1.1863956451416016,-7.731174468994141
20150106070000,0.0,32.666015625,44.921875,101372.16796875,101394.5556640625,77.4659423828125,294.4585266113281,44.921875,0.0,2.220203399658203,-7.484224319458008
20150106040000,0.0,64.111328125,97.412109375,101365.93017578125,101392.68798828125,76.57981824874878,294.69464111328125,97.412109375,0.25,6.569235801696777,3.663473129272461
20150106120000,0.0,32.2265625,40.380859375,101588.17138671875,101612.98217773438,76.8556318283081,293.06947326660156,40.380859375,0.0,1.045663833618164,-8.5631103515625
20150106090000,0.0,37.939453125,39.35546875,101483.47778320312,101507.72094726562,75.61562252044678,293.6959991455078,39.35546875,0.0,1.4232254028320312,-9.615594863891602
20150106050000,0.0,28.515625,65.4296875,101319.2626953125,101339.20288085938,85.82032012939453,294.25537109375,65.4296875,0.0,5.994871139526367,-0.9450511932373047
20150106160000,0.0,37.451171875,16.50390625,101636.36474609375,101653.99169921875,76.20248508453369,292.3963623046875,37.451171875,0.0,1.0926532745361328,-8.052093505859375
20150106080000,0.0,41.552734375,51.5625,101443.91479492188,101459.56420898438,76.9055061340332,294.0534973144531,51.5625,0.0,2.1063594818115234,-9.722749710083008
20150106100000,0.0,18.5546875,37.841796875,101546.13037109375,101572.4365234375,74.42128086090088,293.3025665283203,37.841796875,0.0,0.8660373687744141,-9.347103118896484
20150106110000,0.0,19.3359375,42.919921875,101582.13500976562,101602.13623046875,76.07001686096191,293.0607147216797,42.919921875,0.0,0.5756301879882812,-8.839567184448242
20150106030000,0.0,52.294921875,91.845703125,101416.68701171875,101443.36547851562,73.10647487640381,294.84747314453125,91.845703125,0.18359375,5.23615837097168,5.216531753540039
20150107060000,0.0,49.51171875,78.125,101839.67895507812,101860.79711914062,74.86182308197021,291.5203399658203,78.125,0.0,4.868638038635254,-9.659784317016602
20150107040000,0.0,47.0703125,62.40234375,101810.67504882812,101835.49194335938,73.44355010986328,291.95787048339844,62.40234375,0.0,4.5856475830078125,-8.610822677612305
20150107090000,0.0,46.630859375,70.263671875,102012.158203125,102039.208984375,73.84195327758789,291.12042236328125,70.263671875,0.0,4.115155220031738,-10.880470275878906
20150107140000,0.0,27.83203125,31.103515625,102199.03564453125,102219.5068359375,72.07004928588867,290.1801452636719,31.103515625,0.0,4.580872535705566,-10.762710571289062
20150107110000,0.0,44.53125,81.54296875,102122.13134765625,102144.69604492188,74.31715965270996,290.8679656982422,81.54296875,0.0,4.095945358276367,-11.182289123535156
20150107120000,0.0,40.478515625,66.50390625,102156.09741210938,102176.50756835938,74.29994583129883,290.7832336425781,66.50390625,0.0,4.060898780822754,-10.921720504760742
20150107170000,0.0,24.951171875,22.314453125,102203.6376953125,102225.09155273438,71.59299278259277,289.80433654785156,27.197265625,0.0,4.012767791748047,-10.885984420776367
20150107100000,0.0,42.431640625,68.75,102103.43017578125,102121.79565429688,73.49976539611816,291.01780700683594,68.75,0.0,4.059612274169922,-11.032550811767578
20150107070000,0.0,44.82421875,94.3359375,101869.12231445312,101885.89477539062,73.86115264892578,291.4248046875,94.3359375,0.0,4.985267639160156,-10.431659698486328
20150107030000,0.0,49.560546875,46.6796875,101842.44384765625,101866.56494140625,73.15359306335449,292.15623474121094,49.560546875,0.0,4.308712005615234,-7.462989807128906
20150107160000,0.0,27.490234375,31.54296875,102197.91870117188,102222.49755859375,72.03915023803711,289.8849792480469,32.421875,0.0,4.1375932693481445,-10.945089340209961
20150107130000,0.0,33.7890625,70.166015625,102179.55322265625,102205.74340820312,72.22569274902344,290.51141357421875,70.166015625,0.0,4.370889663696289,-10.603639602661133
20150107180000,0.0,24.70703125,18.9453125,102188.8671875,102208.8623046875,71.38411521911621,289.83766174316406,24.70703125,,3.935837745666504,-11.00796890258789
20150107050000,0.0,45.947265625,77.83203125,101774.65209960938,101800.31127929688,73.92052841186523,291.6390075683594,77.83203125,0.0,4.838238716125488,-9.686012268066406
20150107080000,0.0,42.529296875,90.185546875,101962.41455078125,101983.86840820312,74.45040130615234,291.26756286621094,90.185546875,0.0,4.749564170837402,-10.888954162597656
20150107150000,0.0,28.955078125,37.01171875,102198.53515625,102219.6044921875,71.87625026702881,290.01324462890625,37.01171875,0.0,4.038084030151367,-11.068824768066406
20150108170000,0.0,26.025390625,31.298828125,102430.48706054688,102447.6806640625,69.91726970672607,290.2418518066406,31.298828125,0.0,-0.1295175552368164,-8.708879470825195
20150108160000,0.0,25.927734375,28.3203125,102425.10986328125,102452.24609375,69.94928932189941,290.16490173339844,28.3203125,0.0,-0.19240379333496094,-8.822002410888672
20150108120000,0.0,26.611328125,35.5224609375,102441.2353515625,102461.12670898438,70.03473663330078,289.9938049316406,35.546875,0.0,-0.2824583053588867,-9.409721374511719
20150108050000,0.0,24.51171875,68.212890625,102327.978515625,102346.00830078125,69.15668678283691,289.8019104003906,68.212890625,0.0,1.5722665786743164,-11.215799331665039
20150108140000,0.0,25.244140625,34.375,102438.16528320312,102459.72900390625,69.88142013549805,290.1023712158203,34.375,0.0,-0.182830810546875,-9.074518203735352
20150108150000,0.0,27.63671875,32.51953125,102443.96362304688,102463.83666992188,69.89434432983398,290.1221923828125,32.51953125,0.0,-0.1996603012084961,-8.954072952270508
20150108110000,0.0,25.9765625,34.66796875,102411.51733398438,102436.474609375,70.2250747680664,289.9501190185547,34.66796875,0.0,-0.4808778762817383,-9.660348892211914
20150108080000,0.0,19.091796875,25.439453125,102321.2890625,102340.92407226562,69.37712860107422,289.85914611816406,25.439453125,0.0,-0.059861183166503906,-10.987920761108398
20150108030000,0.0,20.3125,66.162109375,102338.25073242188,102361.4013671875,68.83494472503662,289.9411315917969,66.162109375,0.0,1.8970308303833008,-11.40119743347168
20150108100000,0.0,26.7578125,38.134765625,102376.72729492188,102394.19555664062,70.09403419494629,289.9049987792969,38.134765625,0.0,-0.6012077331542969,-10.049005508422852
20150108040000,0.0,26.07421875,72.8515625,102332.84301757812,102358.80737304688,69.78665065765381,289.888916015625,72.8515625,0.0,1.5477027893066406,-11.63656234741211
20150108060000,0.0,23.9990234375,60.9375,102330.1513671875,102355.6640625,68.96982765197754,289.8119201660156,60.9375,0.0,1.4083280563354492,-11.485631942749023
20150108090000,0.0,22.265625,32.763671875,102321.05102539062,102346.47827148438,69.26958847045898,289.8720397949219,32.763671875,0.0,-0.5350961685180664,-10.477712631225586
20150108070000,0.0,24.0234375,32.71484375,102310.34545898438,102330.18798828125,69.83136367797852,289.84307861328125,32.71484375,0.0,0.5776042938232422,-11.33006477355957
20150108180000,0.0,23.2421875,32.421875,102414.51416015625,102431.396484375,69.80162334442139,290.2758026123047,32.421875,,-0.12429237365722656,-8.698057174682617
20150108130000,0.0,27.1484375,35.302734375,102442.37670898438,102458.26416015625,69.95128631591797,290.0525360107422,35.302734375,0.0,-0.1894378662109375,-9.217487335205078
20150109050000,0.0,13.6474609375,9.3017578125,102350.27465820312,102373.85864257812,69.16154479980469,290.99342346191406,13.6474609375,0.0,0.012151718139648438,-7.18248176574707
20150109070000,0.0,22.5341796875,11.5966796875,102345.54443359375,102371.47216796875,70.0399398803711,290.9841613769531,22.5341796875,0.0,0.2702035903930664,-7.529445648193359
20150109110000,0.0,23.828125,14.6484375,102414.70336914062,102433.349609375,70.88334846496582,290.7971496582031,23.828125,0.0,-0.42060279846191406,-7.561511993408203
20150109120000,0.0,24.560546875,16.5771484375,102409.46044921875,102430.48095703125,70.89834022521973,290.78663635253906,24.560546875,0.0,-0.6949520111083984,-7.722593307495117
20150109090000,0.4150390625,25.439453125,20.654296875,102385.29663085938,102406.54296875,70.83094787597656,290.90472412109375,25.439453125,0.0,0.03012847900390625,-7.758665084838867
20150109130000,0.5126953125,22.4609375,13.623046875,102384.814453125,102412.81127929688,70.7339859008789,290.7526397705078,22.4609375,0.0,-0.934758186340332,-7.868864059448242
20150109140000,0.0,21.875,10.107421875,102375.14038085938,102395.44677734375,70.45137977600098,290.71888732910156,21.875,0.0,-1.0283441543579102,-7.855875015258789
20150109150000,0.0,23.828125,7.9833984375,102369.75708007812,102389.16015625,69.68357467651367,290.7279357910156,23.828125,0.0,-1.0656805038452148,-7.650196075439453
20150109170000,0.0,20.41015625,17.2119140625,102365.4052734375,102386.16943359375,69.34949684143066,290.7748718261719,20.41015625,0.0,-0.8374853134155273,-7.5417022705078125
20150109030000,0.0,22.36328125,16.259765625,102420.98999023438,102438.69018554688,68.94095087051392,290.9412078857422,22.36328125,0.0,-0.9650735855102539,-6.831806182861328
20150109100000,0.0,25.537109375,18.701171875,102394.18334960938,102422.8515625,70.99220275878906,290.8504180908203,25.537109375,0.0,-0.11600780487060547,-7.547813415527344
20150109180000,0.7568359375,19.53125,20.2392578125,102344.09790039062,102364.47143554688,69.22983360290527,290.7735900878906,20.654296875,,-0.9628658294677734,-7.4638519287109375
20150109160000,0.0,15.72265625,12.109375,102352.84423828125,102381.45141601562,69.47445106506348,290.75909423828125,15.72265625,0.0,-1.0094413757324219,-7.571115493774414
20150109080000,0.0,25.634765625,22.1923828125,102364.76440429688,102391.5283203125,70.62465476989746,290.94873046875,25.634765625,0.0,0.26669979095458984,-7.82194709777832
20150109060000,0.0,17.7734375,14.16015625,102364.27001953125,102390.02685546875,69.37846851348877,291.0077362060547,17.7734375,0.0,0.22241592407226562,-7.29180908203125
20150109040000,0.0,15.673828125,12.7197265625,102381.21948242188,102398.77319335938,69.43554019927979,290.9783172607422,15.673828125,0.0,-0.35181713104248047,-6.67618465423584
20150110060000,2.1484375,15.966796875,10.15625,102321.00219726562,102344.3603515625,66.84502792358398,291.0606231689453,15.966796875,0.0,-0.802943229675293,-7.025768280029297
20150110080000,5.5908203125,17.87109375,11.767578125,102355.57250976562,102372.01538085938,66.61512184143066,291.0391082763672,17.87109375,0.0,-1.360255241394043,-7.316240310668945
20150110070000,2.294921875,16.9677734375,10.986328125,102300.08544921875,102328.2470703125,66.72406196594238,291.0706481933594,16.9921875,0.0,-1.0965089797973633,-7.311431884765625
20150110110000,2.24609375,16.11328125,12.3046875,102541.0888671875,102562.50610351562,66.5652904510498,290.9014129638672,16.11328125,0.0,-1.882390022277832,-6.713661193847656
20150110140000,0.0,4.296875,12.5,102435.76049804688,102462.8662109375,67.29694938659668,290.78062438964844,12.5,0.0,-2.1854639053344727,-6.340446472167969
20150110100000,3.369140625,16.259765625,17.333984375,102495.8740234375,102516.11328125,66.26495933532715,290.9315185546875,17.3828125,0.0,-1.856271743774414,-6.973974227905273
20150110180000,0.537109375,7.32421875,10.302734375,102389.29443359375,102405.84716796875,66.41133689880371,290.8745422363281,10.302734375,,-1.0558395385742188,-5.139833450317383
20150110030000,3.955078125,12.548828125,8.203125,102449.23095703125,102472.509765625,66.23159217834473,291.1260681152344,12.548828125,0.0,-1.0101318359375,-6.618612289428711
20150110050000,16.7724609375,15.283203125,22.16796875,102385.1806640625,102409.45434570312,66.6304063796997,291.0637969970703,22.16796875,0.0,-0.5867681503295898,-7.041452407836914
20150110040000,19.091796875,12.9638671875,7.470703125,102415.10620117188,102442.84057617188,66.2604866027832,291.0886535644531,19.091796875,0.0,-0.795741081237793,-7.104576110839844
20150110130000,0.0,5.126953125,12.451171875,102481.47583007812,102510.58349609375,66.76103210449219,290.8148956298828,12.451171875,0.0,-2.2430810928344727,-6.598503112792969
20150110150000,0.0,3.80859375,9.423828125,102401.25122070312,102425.7568359375,67.4613265991211,290.7915802001953,9.423828125,0.0,-2.001664161682129,-5.912652969360352
20150110120000,0.0,13.916015625,11.865234375,102532.84912109375,102549.54833984375,66.58703231811523,290.8323516845703,14.0625,0.0,-2.181349754333496,-6.791242599487305
20150110170000,0.0,12.841796875,9.765625,102416.8701171875,102434.94873046875,66.98820877075195,290.87196350097656,12.890625,0.0,-1.1575136184692383,-5.34433650970459
20150110090000,5.9326171875,16.015625,18.3349609375,102411.35864257812,102436.5234375,66.3177547454834,290.97474670410156,18.310546875,0.0,-1.7043867111206055,-7.095500946044922
20150110160000,0.0,8.3984375,9.326171875,102403.03344726562,102428.30810546875,67.7784538269043,290.8400421142578,9.375,0.0,-1.4965753555297852,-5.511293411254883
20150111050000,24.2919921875,1.611328125,9.66796875,102459.03930664062,102487.7685546875,65.6192979812622,290.8808288574219,24.267578125,0.0,-1.04180908203125,-6.257221221923828
20150111110000,12.060546875,4.296875,5.810546875,102614.32495117188,102635.79711914062,61.90752029418945,291.1200714111328,12.060546875,0.0,-2.1749954223632812,-7.873268127441406
20150111030000,22.65625,8.447265625,7.32421875,102526.416015625,102544.59228515625,65.61725234985352,290.84886169433594,22.65625,0.0,-0.28871822357177734,-6.295856475830078
20150111070000,9.912109375,0.1708984375,6.93359375,102395.19653320312,102420.66650390625,65.22696113586426,290.9314422607422,9.912109375,0.0,-1.4345035552978516,-6.736183166503906
20150111090000,11.279296875,1.416015625,4.00390625,102532.48901367188,102554.99267578125,64.83584785461426,291.05967712402344,11.279296875,0.0,-1.8048629760742188,-7.231229782104492
20150111040000,38.4033203125,6.93359375,7.958984375,102578.99780273438,102595.03173828125,65.50839805603027,290.8819885253906,38.37890625,0.0,-0.5678043365478516,-6.456867218017578
20150111130000,13.37890625,3.125,8.7890625,102615.12451171875,102641.9921875,61.315704345703125,291.2090606689453,13.37890625,0.0,-2.639948844909668,-7.416027069091797
20150111080000,10.0830078125,0.68359375,3.80859375,102464.74609375,102485.65063476562,64.86428451538086,290.99900817871094,10.107421875,0.0,-1.5254840850830078,-7.08953857421875
