,Downward short-wave radiation flux,High cloud cover,Low cloud cover,Medium cloud cover,Pressure,Pressure reduced to MSL,Relative humidity,Temperature,Total cloud cover,Total precipitation,u-component of wind,v-component of wind
20170328190000,,59.912109375,5.517578125,9.033203125,102110.9619140625,102137.93334960938,67.95841217041016,291.13031005859375,59.912109375,0.0,-3.210951805114746,2.0181961059570312
20170329000000,,41.015625,28.3203125,24.51171875,102385.87036132812,102420.13549804688,64.81368637084961,292.6069641113281,41.015625,0.0,-1.8422727584838867,3.5301952362060547
20170329010000,,59.228515625,28.466796875,24.560546875,102397.19848632812,102424.50561523438,64.2137622833252,292.8846435546875,59.228515625,0.0,-1.4733219146728516,3.8853015899658203
20170328220000,,61.03515625,12.939453125,27.6123046875,102250.12817382812,102277.37426757812,67.88959693908691,291.7356872558594,61.03515625,0.0,-2.692737579345703,3.197591781616211
20170329020000,,67.48046875,25.7080078125,26.611328125,102385.05859375,102415.30151367188,64.25654792785645,293.1186218261719,67.48046875,0.0,-1.1074533462524414,4.058123588562012
20170328200000,,64.94140625,3.80859375,12.20703125,102100.341796875,102133.16040039062,67.94584083557129,291.29022216796875,64.94140625,0.0,-3.4442100524902344,2.4998598098754883
20170330010000,,95.947265625,13.4033203125,16.3818359375,102310.12573242188,102344.30541992188,67.62699699401855,294.299072265625,95.947265625,0.0,0.03830242156982422,3.7747440338134766
20170329220000,,86.1328125,25.390625,22.607421875,102242.41943359375,102272.8759765625,72.54204177856445,293.3497314453125,86.1328125,0.0,-1.106400489807129,3.761007308959961
20170330020000,,98.53515625,10.693359375,9.3994140625,102288.67797851562,102315.08178710938,67.47042083740234,294.44390869140625,98.53515625,0.0,0.551539421081543,3.7617969512939453
20170329230000,,87.3046875,25.87890625,16.11328125,102285.65063476562,102320.88623046875,71.57363319396973,293.6231384277344,87.3046875,0.0,-0.8758573532104492,3.438800811767578
20170330000000,,95.01953125,18.5546875,13.76953125,102313.56201171875,102343.9208984375,69.32796478271484,294.02239990234375,95.01953125,0.0,-0.5043277740478516,3.6472434997558594
20170329200000,,93.505859375,31.54296875,22.8759765625,102155.85327148438,102182.19604492188,72.15357208251953,293.2709655761719,93.505859375,0.0,-1.0748300552368164,3.362889289855957
20170329210000,,87.841796875,25.048828125,22.1435546875,102187.86010742188,102217.38891601562,72.28759002685547,293.31451416015625,87.841796875,0.0,-1.1899375915527344,3.7767581939697266
20170329190000,,94.677734375,32.568359375,25.1953125,102140.68603515625,102168.92700195312,72.1286735534668,293.2352294921875,94.677734375,0.0,-1.106637954711914,3.1617870330810547
20170330190000,,42.28515625,19.82421875,23.5595703125,101514.09301757812,101548.6572265625,78.39533996582031,294.49586486816406,42.28515625,0.0,1.2286262512207031,5.906068801879883
20170331010000,,0.0,16.064453125,16.6015625,101503.2470703125,101532.12280273438,79.8772554397583,295.3932189941406,16.6015625,0.0,3.537095069885254,7.31047248840332
20170330220000,,27.490234375,28.02734375,11.572265625,101486.767578125,101517.02880859375,79.79120540618896,294.76808166503906,28.02734375,0.0,1.7182693481445312,6.677000999450684
20170330200000,,17.431640625,29.4921875,10.3759765625,101479.96826171875,101512.89672851562,78.82874393463135,294.5750274658203,29.4921875,0.0,1.4769210815429688,6.1002302169799805
20170330210000,,32.421875,34.326171875,8.984375,101483.5205078125,101511.22436523438,78.65242004394531,294.7015838623047,34.375,0.0,1.8703479766845703,6.314946174621582
20170331020000,,0.0,36.4990234375,14.306640625,101451.18408203125,101486.9384765625,81.57793807983398,295.47100830078125,36.5234375,0.0,4.155535697937012,7.17616081237793
20170330230000,,30.615234375,22.607421875,12.7685546875,101477.60620117188,101513.09204101562,80.079345703125,294.97991943359375,30.615234375,0.0,1.9519233703613281,7.39487361907959
20170331000000,,25.390625,24.21875,11.5478515625,101493.47534179688,101523.50463867188,79.2192268371582,295.2205810546875,25.390625,0.0,2.553394317626953,7.540435791015625
20170331210000,,63.720703125,32.373046875,60.1806640625,101412.90283203125,101441.41235351562,81.19573211669922,290.0697326660156,63.720703125,0.8515625,4.975883483886719,-9.86233139038086
20170401010000,,65.91796875,46.923828125,50.537109375,101557.7880859375,101585.44311523438,76.62579536437988,290.17596435546875,65.91796875,0.5625,1.1986007690429688,-7.2408599853515625
20170401020000,,77.685546875,45.21484375,57.32421875,101561.02294921875,101591.80297851562,80.85232734680176,290.0831604003906,77.685546875,0.578125,3.674814224243164,-7.588781356811523
20170331220000,,69.140625,36.328125,61.5234375,101467.724609375,101501.67236328125,82.42427825927734,289.6815490722656,69.140625,2.6328125,4.204319000244141,-7.274045944213867
20170331200000,,70.751953125,38.818359375,65.7958984375,101342.99926757812,101373.33984375,82.42520141601562,290.2748718261719,70.751953125,1.1484375,3.7536659240722656,-10.863672256469727
20170331230000,,74.658203125,68.994140625,70.068359375,101505.60302734375,101533.44116210938,87.13149070739746,289.7015380859375,74.658203125,2.140625,1.3620738983154297,-7.808355331420898
20170401000000,,73.4375,33.203125,56.884765625,101542.724609375,101577.64282226562,81.64528942108154,289.68896484375,73.4375,0.0,3.312074661254883,-8.583921432495117
20170331190000,,70.21484375,46.58203125,63.5986328125,101317.27294921875,101343.88427734375,84.06548309326172,290.5816650390625,70.21484375,0.8125,3.5851879119873047,-11.521955490112305
20170402000000,,0.0,9.765625,11.865234375,102080.84106445312,102114.599609375,58.26242542266846,289.0102233886719,11.865234375,0.0,1.7039012908935547,-10.652700424194336
