,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171215030000,101953.61938476562,101922.13134765625,-2.2753543853759766,-3.3670434951782227,293.81959533691406,65.58904647827148,13.232421875,18.701171875,0.0,18.701171875,0.0,560.1255493164062
20171215040000,101866.82739257812,101840.07568359375,-2.486325263977051,-3.8214006423950195,294.0561065673828,64.09443187713623,6.73828125,18.1884765625,0.0,18.212890625,0.0,536.3767757415771
20171215050000,101890.93627929688,101857.7392578125,-1.821822166442871,-4.694369316101074,294.31443786621094,63.64700984954834,12.40234375,16.2109375,0.0,18.115234375,0.0,423.5482654571533
20171215060000,101817.99926757812,101791.162109375,-1.8951787948608398,-5.444650650024414,294.2086639404297,66.45679378509521,26.416015625,14.404296875,0.0,26.416015625,0.0,292.375
20171215070000,101788.25073242188,101757.1533203125,-3.0668411254882812,-4.49979305267334,294.25634765625,67.11210918426514,19.7265625,5.322265625,0.0,19.7265625,0.0,147.5
20171215080000,101829.06494140625,101803.22265625,-3.5418548583984375,-3.730642318725586,294.3134460449219,65.58027839660645,30.2734375,5.908203125,0.0,30.2734375,0.0,16.375
20171215090000,101912.9638671875,101874.9267578125,-3.7596988677978516,-3.390377998352051,294.2662048339844,65.68553733825684,33.984375,8.49609375,0.0,33.984375,0.0,0.0
20171215100000,101988.87939453125,101950.5615234375,-3.868100166320801,-2.6770973205566406,294.06275939941406,67.27537631988525,23.193359375,4.98046875,0.0,23.193359375,0.0,0.0
20171215110000,102065.82641601562,102035.39428710938,-2.9699926376342773,-2.887289047241211,293.9572296142578,68.12421226501465,33.251953125,14.0625,0.0,33.251953125,0.0,0.0
20171215120000,102096.82006835938,102063.61694335938,-3.1383256912231445,-3.5618419647216797,293.8989715576172,68.65010833740234,25.68359375,16.650390625,0.0,25.68359375,0.0,0.0
20171215130000,102084.24682617188,102051.35498046875,-3.0325374603271484,-3.1923770904541016,293.80555725097656,69.07298851013184,17.822265625,23.4375,0.0,23.4375,0.0,0.0
20171215140000,102043.42651367188,102010.11352539062,-2.853426933288574,-2.6668243408203125,293.70726013183594,70.21155738830566,8.59375,31.103515625,0.0,31.103515625,0.0,0.0
20171215150000,101969.3115234375,101939.70336914062,-3.961236000061035,-1.5037555694580078,293.4456481933594,73.8864917755127,2.734375,18.017578125,0.0,18.017578125,0.0,0.0
20171215160000,101956.87255859375,101930.18188476562,-3.3276329040527344,-2.295135498046875,293.3961639404297,76.62860488891602,8.935546875,17.87109375,0.0,17.87109375,0.0,0.0
20171215170000,101943.17626953125,101917.02270507812,-3.374998092651367,-2.742513656616211,293.44171142578125,78.26983642578125,9.033203125,25.29296875,0.0,25.29296875,0.0,0.0
20171215180000,101894.97680664062,101861.2548828125,-3.1814346313476562,-2.0949535369873047,293.3690185546875,78.44504356384277,10.302734375,16.11328125,0.0,16.11328125,,
20171215190000,,,,,,,,,,,,
20171215200000,,,,,,,,,,,,
20171215210000,,,,,,,,,,,,
20171215220000,,,,,,,,,,,,
20171215230000,,,,,,,,,,,,
20171216000000,,,,,,,,,,,,
20171216010000,,,,,,,,,,,,
20171216020000,,,,,,,,,,,,
