,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171208030000,101828.86962890625,101790.77758789062,3.8776702880859375,-13.190254211425781,292.1668395996094,63.189697265625,18.45703125,57.373046875,0.0,57.373046875,0.0,274.04926109313965
20171208040000,101812.14599609375,101786.31591796875,3.3847599029541016,-14.390474319458008,291.7120361328125,61.20924758911133,26.318359375,56.103515625,0.0,56.103515625,0.0,217.80931758880615
20171208050000,101776.904296875,101750.54931640625,0.49458789825439453,-14.301040649414062,291.32752990722656,66.06802368164062,38.427734375,54.443359375,0.0,54.443359375,0.0,187.41640257835388
20171208060000,101771.83837890625,101741.845703125,1.6748075485229492,-14.75754165649414,291.0488739013672,63.01820945739746,27.9296875,45.21484375,0.0,45.21484375,0.0,178.875
20171208070000,101772.22290039062,101742.15087890625,1.399972915649414,-13.482990264892578,290.7082824707031,59.07703971862793,7.177734375,44.43359375,0.0,44.43359375,0.0,93.375
20171208080000,101812.81127929688,101782.92236328125,0.315338134765625,-12.751993179321289,290.8494567871094,64.2228832244873,27.5390625,51.220703125,0.0,51.220703125,0.0,8.0625
20171208090000,101866.41235351562,101831.34765625,-0.6729574203491211,-12.790571212768555,290.78997802734375,66.81282043457031,42.7734375,51.416015625,0.0,51.416015625,0.0,0.0
20171208100000,101950.5615234375,101917.6513671875,-1.9312171936035156,-12.203924179077148,290.60020446777344,67.67087173461914,46.728515625,54.78515625,0.0,54.78515625,0.0,0.0
20171208110000,102012.2314453125,101979.84008789062,-2.275735855102539,-11.5712890625,290.3923797607422,66.3852128982544,45.1171875,55.17578125,0.0,55.17578125,0.0,0.0
20171208120000,102051.36108398438,102018.93310546875,-2.608705520629883,-10.642074584960938,290.1216735839844,66.3768892288208,47.119140625,56.298828125,0.0,56.298828125,0.0,0.0
20171208130000,102068.75610351562,102041.90673828125,-2.921135902404785,-10.126935958862305,289.6332550048828,70.06237983703613,54.00390625,58.49609375,0.0,58.49609375,0.0,0.0
20171208140000,102069.81201171875,102035.21118164062,-3.171995162963867,-9.430593490600586,289.25390625,73.53645515441895,57.421875,62.158203125,0.0,62.158203125,0.015625,0.0
20171208150000,102040.52734375,102004.638671875,-3.016861915588379,-9.27238655090332,289.19342041015625,72.45323753356934,57.51953125,59.08203125,0.0,59.08203125,0.0,0.0
20171208160000,102014.34936523438,101976.83715820312,-2.915268898010254,-8.619073867797852,289.0910949707031,73.80668258666992,60.15625,65.576171875,0.0,65.576171875,0.109375,0.0
20171208170000,102009.2529296875,101975.22583007812,-3.1985273361206055,-7.685529708862305,288.7393493652344,76.8248233795166,62.79296875,64.404296875,0.0,64.404296875,0.25,0.0
20171208180000,101989.84375,101952.94189453125,-3.0402450561523438,-7.803340911865234,288.6532745361328,77.83110618591309,60.888671875,60.107421875,0.0,60.888671875,,
20171208190000,,,,,,,,,,,,
20171208200000,,,,,,,,,,,,
20171208210000,,,,,,,,,,,,
20171208220000,,,,,,,,,,,,
20171208230000,,,,,,,,,,,,
20171209000000,,,,,,,,,,,,
20171209010000,,,,,,,,,,,,
20171209020000,,,,,,,,,,,,
