,Geop1000,u-co1000,v-co1000,Temp1000,Vert1000,Rela1000,Geop975,u-co975,v-co975,Temp975,Vert975,Rela975,Geop950,u-co950,v-co950,Temp950,Vert950,Rela950,Geop925,u-co925,v-co925,Temp925,Vert925,Rela925,Geop900,u-co900,v-co900,Temp900,Vert900,Rela900,Geop850,u-co850,v-co850,Temp850,Vert850,Rela850,Geop800,u-co800,v-co800,Temp800,Vert800,Rela800,Geop700,u-co700,v-co700,Temp700,Vert700,Rela700,Geop600,u-co600,v-co600,Temp600,Vert600,Rela600,Geop500,u-co500,v-co500,Temp500,Vert500,Rela500,Geop400,u-co400,v-co400,Temp400,Vert400,Rela400,Geop300,u-co300,v-co300,Temp300,Vert300,Rela300,Geop250,u-co250,v-co250,Temp250,Vert250,Rela250,Geop200,u-co200,v-co200,Temp200,Vert200,Rela200,Geop150,u-co150,v-co150,Temp150,Vert150,Rela150,Geop100,u-co100,v-co100,Temp100,Vert100,Rela100
20160806030000,25.085037231445312,-9.355657577514648,-1.1753311157226562,302.0721435546875,0.12410378456115723,76.77811241149902,250.5852813720703,-11.428112030029297,-1.2776870727539062,299.8502197265625,0.48207807540893555,83.60921287536621,480.36932373046875,-12.531631469726562,-1.1279468536376953,297.7337951660156,0.5011610984802246,89.98560333251953,714.6558837890625,-12.714523315429688,-0.7215175628662109,296.19720458984375,0.49842166900634766,88.18820571899414,954.127685546875,-10.850173950195312,-0.6457347869873047,295.3636474609375,0.5214643478393555,78.11919116973877,1450.3048095703125,-7.830280303955078,-1.11456298828125,292.8722839355469,0.4906024932861328,71.77753162384033,1970.9112548828125,-6.357398986816406,-1.1824455261230469,289.8229064941406,0.12993812561035156,74.372398853302,3098.2509765625,-4.678960800170898,-1.3320026397705078,283.7276916503906,0.16722488403320312,80.676922082901,4367.00537109375,-5.652471542358398,-2.769733428955078,276.00311279296875,0.020006179809570312,92.29884254932404,5827.10205078125,-3.612215042114258,-1.2359333038330078,269.36529541015625,-0.091888427734375,83.80626654624939,7556.1630859375,0.6604976654052734,0.24455642700195312,258.6735534667969,0.02587890625,74.1645290851593,9675.650390625,-1.9353313446044922,4.747383117675781,244.050537109375,0.2511444091796875,50.175542771816254,10952.1708984375,-0.48140907287597656,5.266513824462891,234.1726837158203,-0.23383522033691406,,12438.015625,1.4650192260742188,4.850154876708984,221.20770263671875,-0.22806930541992188,,14247.6572265625,4.026765823364258,6.683168411254883,210.58396911621094,0.03608989715576172,,16689.5546875,-6.021244049072266,-3.3340511322021484,202.33419799804688,-0.0657801628112793,
20160806040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160806050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160806060000,19.815826416015625,-8.684244155883789,1.6870651245117188,302.0145568847656,0.10891985893249512,77.1573600769043,245.34699249267578,-10.722347259521484,2.0048465728759766,299.81573486328125,0.41925859451293945,84.06709289550781,475.0934753417969,-12.053703308105469,2.3910999298095703,297.72467041015625,0.3456850051879883,90.78097248077393,709.4050903320312,-12.960575103759766,2.846303939819336,296.1087341308594,0.2137584686279297,91.43842124938965,948.779052734375,-12.95834732055664,3.2224273681640625,294.8446044921875,0.09771156311035156,88.35659122467041,1444.3671875,-9.919292449951172,2.1141300201416016,292.24908447265625,-0.143341064453125,85.27341747283936,1964.672607421875,-6.660652160644531,1.0440998077392578,289.5654296875,-0.45505523681640625,83.70323514938354,3090.4287109375,-5.1879119873046875,0.6741523742675781,282.8102111816406,-0.4437446594238281,92.28978991508484,4358.23193359375,-5.222812652587891,-1.3149528503417969,276.4806823730469,0.28046417236328125,83.58461236953735,5819.92724609375,-1.5913619995117188,-2.091522216796875,269.2455139160156,-0.031129837036132812,84.0902910232544,7547.3388671875,1.4391822814941406,0.7091464996337891,258.6237335205078,-0.20184707641601562,74.34006583690643,9670.390625,3.940340042114258,10.020301818847656,244.5195770263672,0.11742782592773438,46.71813040971756,10948.2666015625,0.42475032806396484,9.9310302734375,234.40879821777344,0.05001354217529297,,12434.466796875,1.0105161666870117,7.44087028503418,221.23553466796875,0.05667877197265625,,14244.568359375,8.036617279052734,7.923273086547852,209.4463653564453,-0.010528564453125,,16679.6484375,-6.597333908081055,-0.8394899368286133,202.69725036621094,0.0003037452697753906,
20160806070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160806080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160806090000,17.92340087890625,-8.095100402832031,0.6812362670898438,301.94317626953125,0.11048233509063721,76.91670989990234,243.34281158447266,-10.594219207763672,0.924713134765625,299.7738952636719,0.42107367515563965,83.40346145629883,473.0984191894531,-11.952136993408203,1.2212562561035156,297.71746826171875,0.3573904037475586,89.71197319030762,707.3140258789062,-12.667686462402344,1.5767745971679688,296.0537109375,0.26481056213378906,90.37504577636719,946.609375,-13.096061706542969,2.141651153564453,294.9049987792969,0.19747352600097656,83.12421703338623,1441.9478759765625,-10.717193603515625,3.9245529174804688,292.046142578125,-0.06879806518554688,82.56472206115723,1961.47216796875,-7.329948425292969,3.31817626953125,289.0311279296875,-0.2595195770263672,88.0232605934143,3087.3232421875,-4.634124755859375,3.7326126098632812,283.1678161621094,0.02074432373046875,90.04652690887451,4355.1279296875,-5.093456268310547,-0.36066246032714844,276.5938415527344,0.28578948974609375,87.62713241577148,5817.7724609375,-3.86651611328125,-5.487524032592773,269.39093017578125,-0.1472625732421875,72.82493948936462,7546.76025390625,2.7765045166015625,0.6522560119628906,259.18821716308594,-0.13277816772460938,54.17550539970398,9671.59765625,4.502189636230469,10.040290832519531,244.917236328125,0.2553977966308594,36.80185681581497,10949.7392578125,5.468183517456055,11.422832489013672,234.30784606933594,0.2668647766113281,,12440.3984375,8.052188873291016,18.174985885620117,222.0956573486328,0.10128974914550781,,14249.1318359375,10.252516746520996,7.4710235595703125,208.81768798828125,0.10643434524536133,,16680.943359375,-5.349673271179199,0.38106441497802734,202.452392578125,-0.015523284673690796,
20160806100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160806110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160806120000,29.95703125,-7.474510192871094,0.35158538818359375,301.8738708496094,0.12052047252655029,79.26448440551758,255.51617431640625,-10.168067932128906,0.5005722045898438,299.7621765136719,0.2984504699707031,85.84173011779785,485.3579406738281,-11.792274475097656,0.7619495391845703,297.7750244140625,0.16291141510009766,91.95742416381836,719.6362915039062,-12.783851623535156,1.2106494903564453,296.1222839355469,0.050823211669921875,93.35046100616455,959.01220703125,-13.233715057373047,2.0085926055908203,294.7365417480469,-0.03837871551513672,90.66746520996094,1454.4403076171875,-11.586273193359375,3.3694210052490234,291.958740234375,-0.1742572784423828,88.96953248977661,1974.013427734375,-11.695304870605469,4.295787811279297,288.95428466796875,-0.44266700744628906,90.91641902923584,3099.005126953125,-6.924060821533203,4.040996551513672,282.8534240722656,-0.28907203674316406,90.78998470306396,4366.384765625,-3.235067367553711,2.1740894317626953,276.4008483886719,-0.0136260986328125,94.3101007938385,5828.75341796875,-3.7503910064697266,-1.2187671661376953,269.1965026855469,0.09483909606933594,84.11866784095764,7556.86669921875,-0.6812248229980469,2.4621505737304688,258.8453063964844,0.44730663299560547,70.84128725528717,9682.8359375,5.400890350341797,9.880107879638672,245.27484130859375,0.19609737396240234,54.44714814424515,10963.705078125,1.2632999420166016,12.481346130371094,234.85617065429688,-0.3820056915283203,,12453.3369140625,3.7996559143066406,16.35668182373047,221.63877868652344,-0.3443613052368164,,14260.6513671875,10.310091018676758,8.643993377685547,208.31851196289062,-0.16118860244750977,,16691.763671875,-5.570335388183594,0.013240814208984375,203.50616455078125,0.011103332042694092,
