,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171225030000,102111.767578125,102079.0283203125,-1.514007568359375,-9.35875129699707,291.2069854736328,61.08883285522461,14.111328125,4.39453125,0.0,14.111328125,0.0,627.1206483840942
20171225040000,102081.67724609375,102053.45458984375,-1.7609691619873047,-9.470779418945312,291.01100158691406,62.223655700683594,15.33203125,0.048828125,0.0,15.33203125,0.0,575.6881418228149
20171225050000,102086.84692382812,102056.04248046875,-1.9570865631103516,-8.935819625854492,291.04669189453125,63.784037590026855,32.32421875,26.7578125,0.0,32.32421875,0.0,423.57298469543457
20171225060000,102111.68212890625,102073.76708984375,-1.5887088775634766,-9.45069694519043,290.8798370361328,64.19154357910156,32.8125,26.85546875,0.0,32.8125,0.0,303.3693776130676
20171225070000,102071.03881835938,102033.0810546875,-2.0089035034179688,-8.040884017944336,290.8086242675781,64.96704387664795,31.591796875,5.859375,0.0,31.591796875,0.0,157.0
20171225080000,102060.89477539062,102026.44653320312,-2.579977035522461,-7.2159576416015625,290.7970886230469,64.9902172088623,27.392578125,4.541015625,0.0,27.392578125,0.0,22.5625
20171225090000,102137.85400390625,102101.30004882812,-2.641298294067383,-7.881120681762695,290.87730407714844,65.85293006896973,49.462890625,42.236328125,0.0,49.462890625,0.0,0.0
20171225100000,102230.28564453125,102196.29516601562,-3.2006092071533203,-7.827404022216797,290.75872802734375,65.67114067077637,51.025390625,47.94921875,0.0,51.025390625,0.0,0.0
20171225110000,102265.27099609375,102227.41088867188,-3.6569747924804688,-5.994794845581055,290.65936279296875,64.33720207214355,48.53515625,49.169921875,0.0,49.658203125,0.0,0.0
20171225120000,102278.91235351562,102250.66528320312,-3.6663856506347656,-6.00120735168457,290.5633544921875,69.63105010986328,57.32421875,57.32421875,0.0,57.470703125,0.0,0.0
20171225130000,102276.66015625,102242.55981445312,-3.89333438873291,-5.514738082885742,290.4416961669922,69.31174659729004,55.37109375,53.271484375,0.0,55.37109375,0.0,0.0
20171225140000,102276.55639648438,102238.38500976562,-3.7693567276000977,-4.687986373901367,290.3174591064453,66.82893371582031,54.98046875,54.931640625,0.0,55.322265625,0.0,0.0
20171225150000,102264.55078125,102237.56103515625,-3.911543846130371,-3.812469482421875,290.0933074951172,65.35519218444824,47.36328125,39.697265625,0.0,47.412109375,0.0,0.0
20171225160000,102241.5283203125,102210.009765625,-3.6703968048095703,-3.1610660552978516,289.92840576171875,65.1601448059082,30.029296875,1.904296875,0.0,30.029296875,0.0,0.0
20171225170000,102225.5126953125,102196.7041015625,-3.4805116653442383,-3.1048011779785156,289.9081726074219,66.52645111083984,30.615234375,0.390625,0.0,30.615234375,0.0,0.0
20171225180000,102198.18725585938,102160.68115234375,-3.3430023193359375,-3.2600250244140625,289.982177734375,66.75701332092285,28.3203125,0.732421875,0.0,28.3203125,,
20171225190000,,,,,,,,,,,,
20171225200000,,,,,,,,,,,,
20171225210000,,,,,,,,,,,,
20171225220000,,,,,,,,,,,,
20171225230000,,,,,,,,,,,,
20171226000000,,,,,,,,,,,,
20171226010000,,,,,,,,,,,,
20171226020000,,,,,,,,,,,,
