,Geop1000,u-co1000,v-co1000,Temp1000,Vert1000,Rela1000,Geop975,u-co975,v-co975,Temp975,Vert975,Rela975,Geop950,u-co950,v-co950,Temp950,Vert950,Rela950,Geop925,u-co925,v-co925,Temp925,Vert925,Rela925,Geop900,u-co900,v-co900,Temp900,Vert900,Rela900,Geop850,u-co850,v-co850,Temp850,Vert850,Rela850,Geop800,u-co800,v-co800,Temp800,Vert800,Rela800,Geop700,u-co700,v-co700,Temp700,Vert700,Rela700,Geop600,u-co600,v-co600,Temp600,Vert600,Rela600,Geop500,u-co500,v-co500,Temp500,Vert500,Rela500,Geop400,u-co400,v-co400,Temp400,Vert400,Rela400,Geop300,u-co300,v-co300,Temp300,Vert300,Rela300,Geop250,u-co250,v-co250,Temp250,Vert250,Rela250,Geop200,u-co200,v-co200,Temp200,Vert200,Rela200,Geop150,u-co150,v-co150,Temp150,Vert150,Rela150,Geop100,u-co100,v-co100,Temp100,Vert100,Rela100
20160401030000,133.33354568481445,3.7686100006103516,-4.914544105529785,292.0571594238281,-0.09297943115234375,69.10209274291992,350.1310729980469,3.9796180725097656,-4.927284240722656,289.94287109375,-0.09704303741455078,75.94978523254395,571.0372619628906,4.584325790405273,-4.805954933166504,288.0257263183594,-0.09074687957763672,79.66230487823486,796.7781372070312,7.795938491821289,-4.367029190063477,288.1526794433594,-0.07689952850341797,57.42760443687439,1029.019775390625,12.46049690246582,-4.091570854187012,288.7152404785156,0.007256507873535156,48.86160397529602,1512.865966796875,18.279006958007812,-3.3942184448242188,287.6062316894531,0.2814159393310547,41.2659033536911,2022.88232421875,20.23972511291504,0.20255374908447266,285.52618408203125,0.24054527282714844,37.7562575340271,3131.93994140625,18.12734317779541,3.6153926849365234,280.6633605957031,-0.40183448791503906,25.55250906944275,4383.583740234375,18.016420364379883,1.8248481750488281,273.49070739746094,-0.27155113220214844,16.945334434509277,5819.904296875,24.52897024154663,-2.356058120727539,264.32582092285156,-0.18264198303222656,16.16118758916855,7506.54296875,30.51154851913452,-2.648853302001953,252.03648376464844,-0.20321178436279297,21.14943617582321,9568.494140625,37.744466066360474,-5.373683929443359,237.9978485107422,-0.11146306991577148,7.7986007034778595,10814.3310546875,48.96009123325348,2.9588756561279297,229.30975341796875,0.11584758758544922,,12278.3369140625,54.8145809173584,6.928394317626953,218.8699188232422,0.1622936725616455,,14071.2734375,50.039082527160645,5.952530860900879,207.5935821533203,0.07478511333465576,,16478.5087890625,34.40870475769043,3.530653953552246,199.3741455078125,0.027554810047149658,
20160401040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160401050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160401060000,130.51756286621094,2.870145797729492,-7.000423431396484,291.7723693847656,-0.04134631156921387,67.29222297668457,347.0210876464844,3.0397567749023438,-7.0346527099609375,289.6552429199219,0.019164085388183594,74.03230094909668,567.6407470703125,3.2572250366210938,-6.934959411621094,287.5408630371094,0.09424877166748047,81.28206849098206,792.4639892578125,4.157245635986328,-6.470831871032715,285.868408203125,0.16406536102294922,80.10341501235962,1022.9216918945312,7.252910614013672,-5.5637006759643555,286.6919250488281,0.19652843475341797,48.6116087436676,1504.7115478515625,13.259906768798828,-4.697210311889648,287.2454833984375,0.14593124389648438,35.13270723819733,2014.5782470703125,16.30582046508789,-1.0913190841674805,285.77239990234375,0.10627365112304688,23.443466067314148,3123.958251953125,14.464133262634277,-1.2387638092041016,281.5740051269531,0.008525848388671875,6.950920343399048,4377.5888671875,19.03069257736206,-0.8220539093017578,273.7273406982422,-0.0059947967529296875,10.373297691345215,5815.14794921875,25.340298652648926,-1.3509540557861328,264.70323181152344,-0.18420982360839844,12.084485650062561,7503.1650390625,29.852335453033447,-6.019678115844727,252.32456970214844,-0.07315731048583984,15.302608609199524,9568.4677734375,34.8970947265625,-3.4782791137695312,237.6046905517578,0.12335538864135742,6.118782937526703,10811.763671875,44.40867519378662,2.0361881256103516,228.73373413085938,0.11596894264221191,,12272.94140625,51.69676572084427,1.0685234069824219,218.90451049804688,0.03878343105316162,,14063.470703125,50.5810980796814,5.450413703918457,206.90985107421875,0.01875448226928711,,16470.888671875,34.553935050964355,3.8966054916381836,199.08346557617188,0.04342770576477051,
20160401070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160401080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160401090000,132.76239585876465,0.9484291076660156,-5.502496719360352,291.6348571777344,-0.011188507080078125,68.0817403793335,349.21900939941406,1.015634536743164,-5.534751892089844,289.51171875,0.025537967681884766,74.86604499816895,569.7792663574219,1.1556396484375,-5.465829849243164,287.4017028808594,0.06536197662353516,82.21542119979858,794.5422973632812,1.833160400390625,-5.16438102722168,285.8434143066406,0.10484600067138672,78.27026605606079,1025.0203247070312,4.585016250610352,-4.744462966918945,287.1838073730469,0.11798858642578125,36.75159525871277,1507.6356201171875,10.163871765136719,-5.356304168701172,288.047119140625,0.05247306823730469,14.19109058380127,2018.190673828125,11.505622863769531,-4.776887893676758,286.7716369628906,0.03643035888671875,5.081575155258179,3128.44482421875,12.408230781555176,-5.241083145141602,281.13771057128906,-0.027509689331054688,7.386355400085449,4382.7080078125,18.02603530883789,-3.511442184448242,273.90000915527344,-0.09105396270751953,14.222721934318542,5820.52880859375,23.19941806793213,-4.621606826782227,264.44512939453125,0.14388656616210938,10.847030878067017,7509.171875,25.044239044189453,-7.40257453918457,252.81704711914062,0.08093547821044922,18.177125573158264,9578.021484375,32.37176990509033,-3.105306625366211,237.4358673095703,0.1238558292388916,22.60551154613495,10821.2763671875,45.751956939697266,-4.900577545166016,228.47378540039062,0.18887972831726074,,12277.6025390625,55.867223262786865,-5.15522575378418,217.703125,0.21949422359466553,,14059.5234375,50.903621673583984,4.759477615356445,206.78799438476562,0.11613714694976807,,16470.0341796875,35.62442970275879,1.3160686492919922,199.2130889892578,-0.008600950241088867,
20160401100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160401110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160401120000,149.4145896434784,-1.0888710021972656,-4.676923751831055,291.643798828125,-0.06944918632507324,68.653733253479,365.9582214355469,-1.0678081512451172,-5.066989898681641,289.5343933105469,-0.11439990997314453,75.34815287590027,586.4197082519531,-0.9988517761230469,-5.328418731689453,287.4170227050781,-0.08195161819458008,82.97607350349426,811.1655883789062,-0.8020572662353516,-5.521509170532227,285.3418273925781,0.011798858642578125,88.89253449440002,1040.7885131835938,0.3348522186279297,-5.199823379516602,284.692138671875,0.08241939544677734,69.08383536338806,1522.7021484375,5.7196044921875,-4.813196182250977,288.57861328125,0.09815502166748047,3.726467251777649,2033.369384765625,6.392309188842773,-4.436393737792969,286.5738830566406,0.11937141418457031,4.323036551475525,3144.509033203125,10.683518409729004,-5.861888885498047,281.44036865234375,-0.06307506561279297,7.040665626525879,4397.5859375,15.749961853027344,-6.365015029907227,273.7341766357422,-0.07653045654296875,28.465739607810974,5837.79248046875,18.653335571289062,-5.43939208984375,264.4281921386719,-0.04212474822998047,18.55259680747986,7526.21240234375,21.760011672973633,-5.012126922607422,253.07891845703125,0.20503711700439453,13.613283038139343,9595.38671875,33.99402904510498,-4.561553955078125,237.72593688964844,-0.18356037139892578,18.853691697120667,10843.46875,48.346617698669434,-11.646942138671875,229.7197723388672,0.10017275810241699,,12299.986328125,51.039036214351654,-5.671960830688477,216.76219177246094,-0.12278532981872559,,14073.33984375,50.17270851135254,1.5860404968261719,205.646728515625,0.10570645332336426,,16481.3466796875,35.37811851501465,-0.15763378143310547,199.1445770263672,-0.017140090465545654,
