,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171228030000,102341.76025390625,102312.12158203125,-3.5472116470336914,-2.417649269104004,291.9946594238281,57.983418464660645,25.87890625,26.611328125,0.0,26.611328125,0.0,501.85396575927734
20171228040000,102298.44970703125,102266.61987304688,-3.1255788803100586,-2.4945192337036133,292.1554870605469,56.90275001525879,26.7578125,40.4296875,0.0,40.4296875,0.0,374.2528495788574
20171228050000,102224.09057617188,102186.05346679688,-2.4973154067993164,-3.752706527709961,292.0304260253906,60.62534046173096,42.96875,49.90234375,0.0,49.90234375,0.0,279.990816116333
20171228060000,102118.40209960938,102091.0400390625,-3.9345836639404297,-2.7858657836914062,291.6656951904297,63.94747543334961,47.998046875,47.4609375,0.0,47.998046875,0.0,235.32446640729904
20171228070000,102087.88452148438,102056.34765625,-4.197342872619629,-2.072068214416504,291.8592529296875,60.85315132141113,31.73828125,27.392578125,0.48828125,31.73828125,0.0,132.0
20171228080000,102119.47021484375,102086.14501953125,-4.738009452819824,-2.2313013076782227,291.7446746826172,62.198482513427734,31.8359375,27.1484375,6.591796875,31.982421875,0.0,21.40625
20171228090000,102182.96508789062,102151.0498046875,-4.386528968811035,-1.8529491424560547,291.6201477050781,62.88755226135254,32.177734375,29.58984375,54.296875,54.296875,0.0,0.0
20171228100000,102269.09790039062,102239.4775390625,-3.7070960998535156,-2.6322021484375,291.6680450439453,62.2860050201416,30.95703125,40.185546875,92.28515625,92.28515625,0.0,0.0
20171228110000,102337.58544921875,102308.72192382812,-3.5031585693359375,-4.035076141357422,291.64703369140625,62.60136604309082,25.09765625,49.658203125,55.56640625,57.763671875,0.0,0.0
20171228120000,102335.00366210938,102303.66821289062,-4.0330305099487305,-3.571934700012207,291.4564514160156,62.84448432922363,12.744140625,42.08984375,28.22265625,42.08984375,0.0,0.0
20171228130000,102330.36499023438,102293.84765625,-4.025388717651367,-3.540834426879883,291.3561096191406,63.769761085510254,19.23828125,45.556640625,35.498046875,45.556640625,0.0,0.0
20171228140000,102307.28149414062,102268.78662109375,-3.8912220001220703,-3.0063676834106445,291.34828186035156,63.6427698135376,13.57421875,47.802734375,72.119140625,72.119140625,0.0,0.0
20171228150000,102285.48583984375,102257.52563476562,-3.662141799926758,-3.1711015701293945,291.3954162597656,65.33875846862793,18.5546875,56.54296875,93.603515625,93.603515625,0.0,0.0
20171228160000,102215.24047851562,102179.9560546875,-4.420284271240234,-3.2050132751464844,291.3895568847656,65.93462562561035,3.857421875,61.474609375,37.6953125,61.474609375,0.0,0.0
20171228170000,102204.296875,102174.21875,-3.904947280883789,-3.5273685455322266,291.40069580078125,64.41250419616699,1.611328125,52.5390625,40.72265625,52.5390625,0.0,0.0
20171228180000,102182.19604492188,102151.2451171875,-3.8354482650756836,-3.184210777282715,291.38548278808594,63.40091037750244,0.09765625,53.125,0.0,53.125,,
20171228190000,,,,,,,,,,,,
20171228200000,,,,,,,,,,,,
20171228210000,,,,,,,,,,,,
20171228220000,,,,,,,,,,,,
20171228230000,,,,,,,,,,,,
20171229000000,,,,,,,,,,,,
20171229010000,,,,,,,,,,,,
20171229020000,,,,,,,,,,,,
