,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171222030000,102423.22998046875,102391.54052734375,-5.272737503051758,-2.240891456604004,292.573486328125,54.93174171447754,17.236328125,22.75390625,0.0,22.75390625,0.0,625.4121780395508
20171222040000,102341.8701171875,102311.72485351562,-5.131918907165527,-2.5408153533935547,292.49119567871094,55.53809928894043,12.060546875,13.623046875,0.0,13.623046875,0.0,564.9873886108398
20171222050000,102298.28491210938,102269.64111328125,-5.382597923278809,-2.722736358642578,292.5224304199219,59.18389892578125,24.560546875,29.931640625,0.0,29.931640625,0.0,436.3450927734375
20171222060000,102280.67016601562,102249.12719726562,-5.867578506469727,-2.7922496795654297,292.447509765625,59.65908908843994,22.4609375,27.63671875,0.0,27.63671875,0.0,307.7081609964371
20171222070000,102285.77270507812,102253.49731445312,-6.208322525024414,-2.628061294555664,292.25779724121094,59.677581787109375,22.8515625,27.392578125,0.0,27.392578125,0.0,157.0
20171222080000,102278.11889648438,102245.97778320312,-6.404253005981445,-2.259310722351074,292.01800537109375,60.26982879638672,13.037109375,14.7216796875,0.0,15.33203125,0.0,22.78125
20171222090000,102294.07958984375,102266.56494140625,-6.212543487548828,-2.5673837661743164,291.9613952636719,61.032270431518555,19.53125,22.412109375,0.0,22.412109375,0.0,0.0
20171222100000,102323.02856445312,102284.49096679688,-6.288661956787109,-2.7620973587036133,291.9354553222656,61.00449180603027,16.40625,11.42578125,0.0,16.40625,0.0,0.0
20171222110000,102337.68310546875,102310.68115234375,-6.224490165710449,-2.8380565643310547,291.87127685546875,61.88111877441406,10.693359375,1.7333984375,0.0,10.693359375,0.0,0.0
20171222120000,102336.40747070312,102301.70288085938,-5.963061332702637,-2.7867250442504883,291.9080810546875,62.23953819274902,16.162109375,2.83203125,0.0,16.162109375,0.0,0.0
20171222130000,102316.40014648438,102279.03442382812,-5.701796531677246,-2.9566516876220703,291.9655303955078,63.36320495605469,28.759765625,7.51953125,0.0,28.759765625,0.0,0.0
20171222140000,102280.30395507812,102251.54418945312,-5.505738258361816,-2.6546640396118164,292.1249542236328,64.65803527832031,34.130859375,30.419921875,0.0,34.130859375,0.0,0.0
20171222150000,102242.822265625,102212.17651367188,-5.847349166870117,-1.4548063278198242,292.29136657714844,63.23057174682617,25.830078125,27.294921875,0.0,28.02734375,0.0,0.0
20171222160000,102207.09228515625,102171.17919921875,-5.769515037536621,-1.9176349639892578,292.27247619628906,62.892778396606445,30.322265625,34.814453125,0.0,34.814453125,0.0,0.0
20171222170000,102164.6484375,102127.45361328125,-5.444899559020996,-1.8517236709594727,292.3794708251953,64.2576904296875,40.8203125,46.826171875,0.0,46.826171875,0.0,0.0
20171222180000,102103.88793945312,102069.56787109375,-5.649375915527344,-0.6000795364379883,292.6031188964844,63.20151329040527,33.10546875,43.798828125,0.0,43.798828125,,
20171222190000,,,,,,,,,,,,
20171222200000,,,,,,,,,,,,
20171222210000,,,,,,,,,,,,
20171222220000,,,,,,,,,,,,
20171222230000,,,,,,,,,,,,
20171223000000,,,,,,,,,,,,
20171223010000,,,,,,,,,,,,
20171223020000,,,,,,,,,,,,
