,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171220030000,102626.59301757812,102594.091796875,-1.9771051406860352,-7.067708969116211,292.35166931152344,59.0264778137207,12.59765625,70.6298828125,57.6171875,70.654296875,0.0,253.76925659179688
20171220040000,102608.58764648438,102570.17822265625,-1.557438850402832,-9.243030548095703,291.8432922363281,66.32138633728027,44.04296875,60.107421875,42.28515625,60.107421875,0.0,208.27539825439453
20171220050000,102604.21752929688,102571.9482421875,-1.3172845840454102,-8.374980926513672,291.568115234375,64.22180461883545,31.884765625,73.876953125,79.78515625,79.78515625,0.0,181.53361129760742
20171220060000,102576.9287109375,102546.73461914062,-0.8371677398681641,-7.923553466796875,291.4780731201172,62.63908529281616,26.66015625,54.7607421875,23.53515625,54.736328125,0.0,136.3793359398842
20171220070000,102571.11206054688,102533.203125,-1.0034551620483398,-7.902578353881836,291.27796936035156,64.3872504234314,38.8671875,55.9326171875,59.619140625,60.05859375,0.0,49.5
20171220080000,102588.87329101562,102551.95922851562,-1.190516471862793,-8.752065658569336,290.9987030029297,66.85398387908936,51.123046875,64.990234375,56.8359375,64.990234375,0.0,7.9375
20171220090000,102663.78784179688,102633.40454101562,-0.6789436340332031,-9.238666534423828,291.03736877441406,65.39262533187866,43.115234375,64.990234375,0.0,64.990234375,0.0,0.0
20171220100000,102727.30712890625,102695.77026367188,-0.7253732681274414,-9.300840377807617,290.8138732910156,66.41388177871704,44.62890625,50.732421875,0.0,50.732421875,0.0,0.0
20171220110000,102760.57739257812,102721.62475585938,-0.9568567276000977,-8.935745239257812,290.77638244628906,64.22969388961792,36.81640625,47.705078125,0.0,47.705078125,0.0,0.0
20171220120000,102782.02514648438,102754.296875,-0.9807500839233398,-9.023977279663086,290.66014099121094,63.568923473358154,31.201171875,44.23828125,0.0,44.23828125,0.0,0.0
20171220130000,102792.49877929688,102760.82153320312,-1.5033979415893555,-9.376564025878906,290.49244689941406,64.52776527404785,35.25390625,50.48828125,0.0,50.48828125,0.0,0.0
20171220140000,102787.49389648438,102759.38720703125,-1.4614181518554688,-9.384794235229492,290.3169403076172,63.98595190048218,32.71484375,45.60546875,0.0,45.60546875,0.0,0.0
20171220150000,102761.46240234375,102723.15673828125,-1.6597633361816406,-9.142293930053711,290.1429443359375,63.041017055511475,26.708984375,40.625,0.0,40.625,0.0,0.0
20171220160000,102728.5400390625,102700.96435546875,-1.6291484832763672,-9.448019027709961,290.0483856201172,62.46331596374512,29.052734375,45.947265625,0.0,45.947265625,0.0,0.0
20171220170000,102710.26611328125,102679.32739257812,-1.6274538040161133,-9.368446350097656,289.8411407470703,61.311805725097656,24.0234375,38.818359375,0.0,38.818359375,0.0,0.0
20171220180000,102678.74755859375,102643.0908203125,-1.9602375030517578,-9.188806533813477,289.73667907714844,62.231810092926025,26.3671875,38.96484375,0.0,38.96484375,,
20171220190000,,,,,,,,,,,,
20171220200000,,,,,,,,,,,,
20171220210000,,,,,,,,,,,,
20171220220000,,,,,,,,,,,,
20171220230000,,,,,,,,,,,,
20171221000000,,,,,,,,,,,,
20171221010000,,,,,,,,,,,,
20171221020000,,,,,,,,,,,,
