,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171212030000,102137.43896484375,102103.38745117188,-3.6513452529907227,-3.791210174560547,292.67408752441406,54.21311378479004,18.310546875,28.02734375,0.0,28.02734375,0.0,466.69529151916504
20171212040000,102089.81323242188,102059.58862304688,-3.2751035690307617,-6.189849853515625,292.5468292236328,55.78779411315918,20.458984375,51.7578125,0.0,51.7578125,0.0,380.16272735595703
20171212050000,102085.80932617188,102053.80859375,-3.313108444213867,-6.172208786010742,292.58106994628906,54.922892570495605,10.546875,37.59765625,0.0,37.59765625,0.0,337.70181703567505
20171212060000,102054.11376953125,102024.81079101562,-4.227327346801758,-7.464389801025391,292.25169372558594,62.137521743774414,27.24609375,50.5859375,0.0,50.5859375,0.0,194.5
20171212070000,102083.86840820312,102047.265625,-5.125056266784668,-6.921195983886719,291.5706787109375,66.93886661529541,41.6015625,47.607421875,0.0,47.607421875,0.0,88.8125
20171212080000,102133.251953125,102099.70092773438,-5.346477508544922,-6.849302291870117,291.38169860839844,66.56479263305664,26.025390625,50.68359375,0.0,50.68359375,0.0,10.09375
20171212090000,102179.69970703125,102143.7744140625,-5.257730484008789,-7.112384796142578,291.38690185546875,66.95548820495605,27.001953125,51.318359375,0.0,51.318359375,0.0,0.0
20171212100000,102212.88452148438,102176.50756835938,-5.825311660766602,-7.165109634399414,290.8602294921875,75.1408863067627,21.97265625,45.166015625,0.0,45.166015625,0.0,0.0
20171212110000,102234.86328125,102196.30126953125,-5.601550102233887,-6.582065582275391,290.81578063964844,73.60534286499023,27.197265625,49.853515625,0.0,49.853515625,0.0,0.0
20171212120000,102235.16235351562,102206.50024414062,-5.7432756423950195,-6.619663238525391,290.92298889160156,71.49046325683594,20.947265625,49.267578125,0.0,49.267578125,0.0,0.0
20171212130000,102238.61083984375,102204.3701171875,-5.498204231262207,-6.853086471557617,290.8773956298828,72.28202629089355,17.724609375,48.046875,0.0,48.046875,0.0,0.0
20171212140000,102225.23193359375,102190.48461914062,-5.408506393432617,-6.919094085693359,290.7834014892578,73.21805572509766,21.875,49.21875,0.0,49.21875,0.0,0.0
20171212150000,102195.54443359375,102165.46020507812,-5.395420074462891,-6.589485168457031,290.7599792480469,72.46162033081055,28.80859375,50.0,0.0,50.0,0.0,0.0
20171212160000,102170.2880859375,102141.9189453125,-5.439207077026367,-6.39832878112793,290.69187927246094,72.52370834350586,30.37109375,43.65234375,0.0,43.65234375,0.0,0.0
20171212170000,102149.29809570312,102122.38159179688,-5.295427322387695,-5.930215835571289,290.6607971191406,72.101149559021,34.86328125,46.6796875,0.0,46.6796875,0.0,0.0
20171212180000,102115.44799804688,102084.228515625,-5.212991714477539,-5.601602554321289,290.6930694580078,71.39984703063965,36.23046875,43.75,0.0,43.75,,
20171212190000,,,,,,,,,,,,
20171212200000,,,,,,,,,,,,
20171212210000,,,,,,,,,,,,
20171212220000,,,,,,,,,,,,
20171212230000,,,,,,,,,,,,
20171213000000,,,,,,,,,,,,
20171213010000,,,,,,,,,,,,
20171213020000,,,,,,,,,,,,
