,Geop1000,u-co1000,v-co1000,Temp1000,Vert1000,Rela1000,Geop975,u-co975,v-co975,Temp975,Vert975,Rela975,Geop950,u-co950,v-co950,Temp950,Vert950,Rela950,Geop925,u-co925,v-co925,Temp925,Vert925,Rela925,Geop900,u-co900,v-co900,Temp900,Vert900,Rela900,Geop850,u-co850,v-co850,Temp850,Vert850,Rela850,Geop800,u-co800,v-co800,Temp800,Vert800,Rela800,Geop700,u-co700,v-co700,Temp700,Vert700,Rela700,Geop600,u-co600,v-co600,Temp600,Vert600,Rela600,Geop500,u-co500,v-co500,Temp500,Vert500,Rela500,Geop400,u-co400,v-co400,Temp400,Vert400,Rela400,Geop300,u-co300,v-co300,Temp300,Vert300,Rela300,Geop250,u-co250,v-co250,Temp250,Vert250,Rela250,Geop200,u-co200,v-co200,Temp200,Vert200,Rela200,Geop150,u-co150,v-co150,Temp150,Vert150,Rela150,Geop100,u-co100,v-co100,Temp100,Vert100,Rela100
20161115030000,142.35275268554688,0.7956027984619141,-9.215865135192871,297.17071533203125,0.0016849040985107422,80.41444063186646,363.74742126464844,0.7796907424926758,-9.389810562133789,295.0399169921875,0.04123258590698242,88.22908449172974,589.316650390625,0.7425069808959961,-9.258182525634766,293.0967712402344,0.05202770233154297,93.8366904258728,819.4707641601562,0.820256233215332,-8.25356674194336,291.6543884277344,0.007167816162109375,94.08364510536194,1054.69580078125,2.1114110946655273,-6.542003631591797,290.2476348876953,-0.10993576049804688,95.38094758987427,1541.404541015625,6.233680725097656,-4.27691650390625,287.49192810058594,-0.34079551696777344,91.89499855041504,2053.7576904296875,9.364867687225342,-1.8997859954833984,286.87872314453125,-0.2958221435546875,65.84273386001587,3165.681884765625,10.642210483551025,-0.16588973999023438,280.02392578125,-0.09502029418945312,62.024330139160156,4419.17431640625,15.43813681602478,-2.9973583221435547,276.25828552246094,-0.09075164794921875,8.645173907279968,5878.51708984375,16.666078746318817,4.139047622680664,268.26292419433594,0.12864303588867188,3.5257784724235535,7587.486328125,23.082148551940918,-0.8806667327880859,255.88839721679688,0.049083709716796875,1.108202964067459,9679.5927734375,26.844423294067383,-0.8058795928955078,240.68792724609375,-0.1340961456298828,7.504539430141449,10938.3466796875,29.278103828430176,-2.7495059967041016,231.00885009765625,-0.11083698272705078,,12413.0615234375,27.570164680480957,-0.41565990447998047,220.8773956298828,0.049582481384277344,,14218.5625,25.125532150268555,5.308155059814453,207.45120239257812,-0.014300823211669922,,16586.4814453125,19.44252872467041,-0.008844375610351562,192.88003540039062,-0.018246889114379883,
20161115040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161115050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161115060000,137.06187438964844,0.7407455444335938,-8.32852554321289,296.7254333496094,-0.0034134387969970703,76.5607099533081,358.09474182128906,0.7387609481811523,-8.418825149536133,294.5697021484375,0.04655742645263672,84.18613195419312,583.0273742675781,0.7622289657592773,-8.240453720092773,292.45318603515625,0.10257816314697266,92.05566215515137,812.4840087890625,0.9984550476074219,-7.307493209838867,290.7813720703125,0.1482715606689453,94.2760124206543,1047.078125,2.3784656524658203,-4.947475433349609,289.6192321777344,0.1934947967529297,93.68895959854126,1532.931396484375,5.641473770141602,-3.2782821655273438,287.32496643066406,0.172882080078125,89.19945502281189,2044.67919921875,9.301224708557129,-4.162845611572266,286.0931396484375,-0.054790496826171875,81.04401350021362,3156.030517578125,12.357090473175049,-3.0544958114624023,280.5019073486328,0.038181304931640625,59.0847772359848,4411.032470703125,17.10281777381897,-3.3762073516845703,275.9346160888672,0.09399032592773438,10.019669711589813,5869.1142578125,18.461500763893127,3.3741207122802734,268.119873046875,0.10693740844726562,1.6900500655174255,7579.78369140625,24.58060497045517,-1.2350921630859375,256.57505798339844,-0.06748580932617188,2.8341031074523926,9674.7890625,30.210865020751953,-1.3547992706298828,240.26779174804688,-0.2253875732421875,7.68922746181488,10931.37890625,30.522785186767578,-2.995868682861328,230.79783630371094,0.05088615417480469,,12405.0400390625,28.55211353302002,-0.9830121994018555,220.8990936279297,0.2537717819213867,,14211.591796875,25.469724655151367,5.614814758300781,207.5309600830078,0.029484987258911133,,16577.1259765625,19.098552703857422,-0.03380012512207031,193.0797882080078,-0.030237436294555664,
20161115070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161115080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161115090000,147.456787109375,0.6368236541748047,-8.49452018737793,296.6075134277344,-0.03027486801147461,72.38813495635986,368.07887268066406,0.6796808242797852,-8.855850219726562,294.44500732421875,0.014815330505371094,79.28046131134033,592.9152221679688,0.7260541915893555,-9.046493530273438,292.29229736328125,0.09773540496826172,87.13392448425293,822.0101318359375,0.8476295471191406,-9.266220092773438,290.2532043457031,0.19106674194335938,92.6959376335144,1055.8265991210938,1.4010019302368164,-9.315738677978516,288.9005584716797,0.26265907287597656,88.44494295120239,1540.823974609375,5.264791488647461,-6.709508895874023,287.7976837158203,0.28702545166015625,70.68393540382385,2052.67919921875,8.703207015991211,-4.402885437011719,285.5780944824219,0.3298988342285156,78.04102957248688,3161.352783203125,9.900637149810791,-4.83924674987793,279.73548889160156,0.1206817626953125,49.319167375564575,4417.47119140625,18.31266760826111,-4.560905456542969,276.78541564941406,0.03356170654296875,8.25512683391571,5876.7373046875,18.87717914581299,1.449941635131836,268.31642150878906,-0.012439727783203125,1.7024925351142883,7589.33642578125,23.95663833618164,-1.7624664306640625,256.30303955078125,-0.03293609619140625,5.289972186088562,9681.9228515625,28.055596351623535,-3.573223114013672,240.24391174316406,0.22330665588378906,11.052119970321655,10941.021484375,30.05625343322754,-4.6344451904296875,231.66668701171875,0.243011474609375,,12416.94140625,27.346454620361328,-1.4733552932739258,220.85711669921875,0.031350135803222656,,14220.37890625,25.806702613830566,4.483644485473633,206.8541717529297,-0.006257057189941406,,16585.1533203125,18.966166973114014,-0.5319137573242188,193.44395446777344,-0.022317171096801758,
20161115100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161115110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161115120000,154.49182891845703,-0.3706092834472656,-8.582986831665039,296.5519561767578,-0.036583662033081055,71.14333295822144,375.20591735839844,-0.4008750915527344,-8.988189697265625,294.392822265625,-0.02496051788330078,77.81033706665039,599.87255859375,-0.3801002502441406,-9.180961608886719,292.2523498535156,0.02122783660888672,85.26690816879272,828.9813232421875,-0.31050872802734375,-9.361927032470703,290.25352478027344,0.08280563354492188,88.9648826122284,1062.9100341796875,0.3838949203491211,-9.241743087768555,289.4230651855469,0.1542835235595703,76.42024254798889,1548.0643310546875,4.59967041015625,-7.005182266235352,287.4371795654297,0.3332786560058594,70.48212909698486,2058.8336181640625,7.7716875076293945,-2.877107620239258,285.10780334472656,0.3987693786621094,70.4162368774414,3167.397705078125,9.846637725830078,-4.474640846252441,279.5296936035156,0.013698577880859375,51.25587224960327,4423.711669921875,19.07630467414856,-3.7996978759765625,277.3775634765625,0.08820724487304688,5.529283761978149,5882.81640625,18.62720599770546,0.9290885925292969,268.37078857421875,0.007999420166015625,2.978599965572357,7595.87646484375,22.291556537151337,-0.3248481750488281,256.30393981933594,-0.1014251708984375,4.2606400847435,9688.966796875,28.75104331970215,-5.746952056884766,240.81448364257812,-0.012928009033203125,6.1930646896362305,10949.6142578125,29.082265853881836,-5.994375228881836,231.63046264648438,-0.025377273559570312,,12423.826171875,28.647571563720703,-0.7047195434570312,220.11981201171875,-0.011893272399902344,,14222.9580078125,25.69564723968506,4.782907485961914,206.49378967285156,0.030279874801635742,,16586.0546875,19.046804428100586,0.5009651184082031,193.53219604492188,0.039433956146240234,
