,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171217030000,102410.009765625,102377.47802734375,-3.528179168701172,-10.295129776000977,290.8409729003906,65.5301570892334,40.625,64.35546875,0.0,64.35546875,0.0,354.8729782104492
20171217040000,102440.087890625,102405.92651367188,-3.2905101776123047,-10.9564208984375,290.2238311767578,66.0465030670166,52.83203125,61.42578125,0.0,61.42578125,0.0,319.04695892333984
20171217050000,102401.52587890625,102370.22094726562,-2.707529067993164,-11.097433090209961,289.94287109375,67.19766902923584,53.515625,57.91015625,0.0,57.91015625,0.0,277.4097480773926
20171217060000,102391.03393554688,102358.69140625,-2.953838348388672,-11.464025497436523,289.7008056640625,67.55216026306152,50.830078125,53.7109375,0.0,53.7109375,0.0,206.0
20171217070000,102379.50439453125,102343.62182617188,-3.582432746887207,-10.969230651855469,289.4346618652344,69.58772945404053,53.662109375,57.421875,0.0,57.421875,0.0,94.75
20171217080000,102420.45288085938,102390.32592773438,-4.631976127624512,-9.8778076171875,289.2972717285156,69.12511730194092,52.001953125,58.3984375,0.0,58.3984375,0.0,11.59375
20171217090000,102494.17114257812,102459.89990234375,-4.7024030685424805,-9.243030548095703,289.2288818359375,69.29112815856934,54.541015625,61.81640625,0.0,61.81640625,0.0,0.0
20171217100000,102551.00708007812,102515.03295898438,-4.85357666015625,-8.833749771118164,289.15599060058594,70.07916069030762,53.759765625,58.251953125,92.28515625,92.28515625,0.0,0.0
20171217110000,102595.751953125,102563.12255859375,-5.939579963684082,-7.2939605712890625,288.95404052734375,74.67000961303711,45.3125,50.341796875,97.021484375,97.021484375,0.0,0.0
20171217120000,102603.7109375,102566.5283203125,-6.490348815917969,-7.039783477783203,288.89320373535156,74.02230072021484,43.45703125,50.29296875,68.26171875,68.26171875,0.0,0.0
20171217130000,102590.63110351562,102560.09521484375,-5.929288864135742,-7.435710906982422,288.95799255371094,70.09242248535156,32.2265625,39.2578125,9.08203125,39.2578125,0.0,0.0
20171217140000,102582.70263671875,102554.48608398438,-5.715976715087891,-6.835853576660156,288.6379089355469,74.68950271606445,26.171875,30.517578125,0.0,30.517578125,0.0,0.0
20171217150000,102549.59106445312,102518.66455078125,-5.64201545715332,-4.65476131439209,288.4836120605469,73.68531799316406,15.771484375,19.23828125,0.0,19.23828125,0.0,0.0
20171217160000,102508.30078125,102477.44750976562,-5.7246904373168945,-4.185451507568359,288.6390838623047,70.04719734191895,20.8984375,35.107421875,0.0,35.107421875,0.0,0.0
20171217170000,102495.69091796875,102463.3544921875,-6.016201972961426,-5.421102523803711,288.69683837890625,70.76962280273438,33.10546875,53.41796875,0.0,53.41796875,0.0,0.0
20171217180000,102477.71606445312,102449.16381835938,-5.976569175720215,-5.790107727050781,288.83013916015625,70.19384384155273,16.455078125,36.5234375,0.0,36.5234375,,
20171217190000,,,,,,,,,,,,
20171217200000,,,,,,,,,,,,
20171217210000,,,,,,,,,,,,
20171217220000,,,,,,,,,,,,
20171217230000,,,,,,,,,,,,
20171218000000,,,,,,,,,,,,
20171218010000,,,,,,,,,,,,
20171218020000,,,,,,,,,,,,
