,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171209030000,101875.15258789062,101836.9384765625,-3.03994083404541,-5.723122596740723,292.05650329589844,56.05510997772217,16.6015625,36.62109375,0.0,36.62109375,0.0,431.7203826904297
20171209040000,101854.4677734375,101824.90234375,-3.2704267501831055,-5.465757369995117,291.92420959472656,57.217620849609375,12.59765625,55.517578125,0.0,55.517578125,0.0,379.6941909790039
20171209050000,101821.74072265625,101790.02075195312,-3.2147035598754883,-4.3669328689575195,292.0304718017578,57.30791664123535,15.13671875,35.693359375,0.0,35.693359375,0.0,313.41569805145264
20171209060000,101755.9326171875,101721.38061523438,-3.5852365493774414,-2.8773365020751953,292.06007385253906,56.11815547943115,18.994140625,45.8984375,0.0,45.8984375,0.0,161.875
20171209070000,101745.1904296875,101716.36962890625,-3.782367706298828,-2.47489070892334,292.04022216796875,55.97964382171631,17.87109375,40.771484375,68.84765625,74.0234375,0.0,68.625
20171209080000,101787.64038085938,101748.974609375,-3.7632598876953125,-1.7479839324951172,292.0132751464844,56.11270523071289,15.4296875,59.8388671875,80.517578125,80.517578125,0.0,6.75
20171209090000,101811.72485351562,101780.62133789062,-4.294391632080078,-1.144038200378418,291.9471740722656,58.642398834228516,18.26171875,48.779296875,82.91015625,82.91015625,0.0,0.0
20171209100000,101882.6171875,101846.826171875,-4.431734085083008,-2.1742124557495117,291.97242736816406,61.24496078491211,26.66015625,59.9365234375,79.39453125,79.39453125,0.0,0.0
20171209110000,101933.99047851562,101900.39672851562,-5.173188209533691,-2.758334159851074,291.7531280517578,65.19855690002441,20.556640625,60.64453125,16.40625,60.64453125,0.0,0.0
20171209120000,101938.4033203125,101907.51342773438,-4.941535949707031,-2.389392852783203,291.3666229248047,69.85040092468262,16.50390625,64.2578125,4.78515625,64.2578125,0.0,0.0
20171209130000,101914.66064453125,101882.94067382812,-4.079591751098633,-1.5865392684936523,291.7472381591797,65.92532920837402,10.595703125,61.474609375,12.451171875,61.474609375,0.0,0.0
20171209140000,101875.59814453125,101847.21069335938,-3.298521041870117,-1.741560935974121,292.11878967285156,62.12196159362793,7.958984375,55.224609375,0.0,55.224609375,0.0,0.0
20171209150000,101844.9462890625,101812.09716796875,-2.9633665084838867,-1.1617536544799805,292.32421875,60.436336517333984,9.130859375,43.603515625,0.0,43.603515625,0.0,0.0
20171209160000,101786.38305664062,101758.59985351562,-3.0090560913085938,-0.7650146484375,292.4290466308594,60.38936233520508,6.25,33.544921875,0.0,33.544921875,0.0,0.0
20171209170000,101759.29565429688,101727.77709960938,-2.716536521911621,-0.6121425628662109,292.4686584472656,60.968994140625,6.201171875,28.90625,0.0,28.90625,0.0,0.0
20171209180000,101715.34423828125,101680.96923828125,-2.510295867919922,-0.41318225860595703,292.454833984375,62.55123329162598,10.3515625,25.830078125,0.0,25.830078125,,
20171209190000,,,,,,,,,,,,
20171209200000,,,,,,,,,,,,
20171209210000,,,,,,,,,,,,
20171209220000,,,,,,,,,,,,
20171209230000,,,,,,,,,,,,
20171210000000,,,,,,,,,,,,
20171210010000,,,,,,,,,,,,
20171210020000,,,,,,,,,,,,
