,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171211030000,101922.84545898438,101892.93823242188,-0.9409694671630859,-8.365713119506836,292.5928955078125,60.07509136199951,12.109375,3.466796875,0.0,12.109375,0.0,633.1351375579834
20171211040000,101921.92993164062,101885.68725585938,-0.7967967987060547,-9.121664047241211,292.35667419433594,59.143856048583984,12.939453125,13.720703125,0.0,13.76953125,0.0,573.996337890625
20171211050000,101891.00952148438,101863.25073242188,-1.2309703826904297,-9.320291519165039,292.2650146484375,61.68115425109863,20.458984375,23.92578125,0.0,23.92578125,0.0,459.9630651473999
20171211060000,101900.8056640625,101871.82006835938,-1.224945068359375,-9.542461395263672,292.11944580078125,60.98039150238037,17.48046875,20.60546875,0.0,20.60546875,0.0,309.125
20171211070000,101926.40380859375,101888.65356445312,-1.5509910583496094,-10.288679122924805,292.0135498046875,61.598493576049805,23.4375,31.25,0.0,31.25,0.0,137.625
20171211080000,101978.22875976562,101949.78637695312,-1.9842891693115234,-10.705911636352539,291.8026123046875,62.71191596984863,27.197265625,38.37890625,0.0,38.37890625,0.0,14.65625
20171211090000,102047.1923828125,102008.154296875,-2.4089488983154297,-10.530075073242188,291.58648681640625,62.45956230163574,28.125,41.6015625,0.0,41.6015625,0.0,0.0
20171211100000,102098.21166992188,102070.47119140625,-3.648395538330078,-9.369512557983398,291.46385192871094,59.571611404418945,16.748046875,27.24609375,0.0,27.24609375,0.0,0.0
20171211110000,102138.63525390625,102105.64575195312,-4.382078170776367,-8.630264282226562,291.4534454345703,65.53847694396973,48.73046875,55.126953125,0.0,55.126953125,0.0,0.0
20171211120000,102157.63549804688,102129.58984375,-4.40704345703125,-8.409948348999023,291.392578125,63.030038833618164,35.83984375,49.31640625,0.0,49.31640625,0.0,0.0
20171211130000,102196.240234375,102160.23559570312,-4.678119659423828,-7.658641815185547,291.09962463378906,60.86769104003906,26.416015625,41.748046875,0.0,41.748046875,0.0,0.0
20171211140000,102207.87963867188,102169.41528320312,-5.003240585327148,-5.911838531494141,290.9039611816406,61.56907844543457,35.400390625,50.244140625,0.0,50.244140625,0.0,0.0
20171211150000,102209.56420898438,102171.85668945312,-5.112865447998047,-6.1142168045043945,290.86415100097656,62.74554252624512,37.451171875,51.806640625,0.0,51.806640625,0.0,0.0
20171211160000,102223.13842773438,102190.82641601562,-5.252820014953613,-5.917875289916992,290.7014465332031,62.75713348388672,32.177734375,46.19140625,0.0,46.19140625,0.0,0.0
20171211170000,102231.92138671875,102194.04296875,-5.179717063903809,-5.256580352783203,290.5447692871094,61.810935974121094,24.609375,41.11328125,0.0,41.11328125,0.0,0.0
20171211180000,102227.44750976562,102191.09497070312,-4.955118179321289,-5.096408843994141,290.3799285888672,65.13129997253418,40.0390625,52.490234375,0.0,52.490234375,,
20171211190000,,,,,,,,,,,,
20171211200000,,,,,,,,,,,,
20171211210000,,,,,,,,,,,,
20171211220000,,,,,,,,,,,,
20171211230000,,,,,,,,,,,,
20171212000000,,,,,,,,,,,,
20171212010000,,,,,,,,,,,,
20171212020000,,,,,,,,,,,,
