,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171221030000,102708.43505859375,102673.0712890625,-2.577944755554199,-7.6041412353515625,290.9437561035156,54.5203013420105,5.95703125,8.447265625,0.0,8.447265625,0.0,626.9869518280029
20171221040000,102639.38598632812,102600.99487304688,-2.873645782470703,-8.415761947631836,290.72291564941406,59.27852153778076,18.408203125,26.611328125,0.0,26.611328125,0.0,538.2280578613281
20171221050000,102616.650390625,102581.20727539062,-3.1274890899658203,-7.910978317260742,290.6683654785156,58.76373767852783,16.50390625,21.533203125,0.0,21.533203125,0.0,469.96117210388184
20171221060000,102562.81127929688,102524.71923828125,-3.595242500305176,-7.358726501464844,290.6729278564453,59.68894290924072,17.431640625,21.09375,0.0,21.09375,0.0,338.5964409559965
20171221070000,102517.75512695312,102486.04125976562,-4.141671180725098,-6.148061752319336,290.58900451660156,58.888166427612305,14.013671875,15.0390625,0.0,15.0390625,0.0,169.25
20171221080000,102569.12231445312,102534.85717773438,-4.315887451171875,-6.028297424316406,290.4867858886719,58.66380977630615,16.015625,19.62890625,0.0,19.62890625,0.0,22.1875
20171221090000,102622.42431640625,102595.31860351562,-5.02733039855957,-5.555112838745117,290.30213928222656,59.876413345336914,13.28125,11.71875,0.0,13.4765625,0.0,0.0
20171221100000,102668.10913085938,102632.2998046875,-5.073601722717285,-4.865625381469727,290.16578674316406,60.777281761169434,5.37109375,1.85546875,0.0,5.37109375,0.0,0.0
20171221110000,102698.7548828125,102659.82666015625,-4.849429130554199,-4.880809783935547,290.1911163330078,60.982444763183594,4.150390625,1.85546875,0.0,4.150390625,0.0,0.0
20171221120000,102689.02587890625,102661.30981445312,-4.429109573364258,-5.334821701049805,290.37591552734375,61.46386528015137,20.99609375,26.171875,0.0,26.171875,0.0,0.0
20171221130000,102651.51977539062,102623.046875,-4.651841163635254,-5.82843017578125,290.5817565917969,62.39693069458008,27.197265625,32.275390625,0.0,32.275390625,0.0,0.0
20171221140000,102605.54809570312,102568.89038085938,-4.792024612426758,-5.075489044189453,290.60191345214844,64.15957927703857,36.279296875,43.84765625,0.0,43.84765625,0.0,0.0
20171221150000,102554.72412109375,102521.4111328125,-4.611326217651367,-4.479276657104492,290.6094512939453,65.15784454345703,41.650390625,50.634765625,0.0,50.634765625,0.0,0.0
20171221160000,102502.69165039062,102472.47314453125,-4.399463653564453,-4.76353645324707,290.67564392089844,65.08327198028564,39.501953125,49.31640625,0.0,49.31640625,0.0,0.0
20171221170000,102465.05126953125,102427.1484375,-4.195771217346191,-4.9746551513671875,290.7299499511719,65.26515102386475,37.79296875,49.0234375,0.0,49.0234375,0.0,0.0
20171221180000,102431.54907226562,102401.83715820312,-4.467934608459473,-4.784467697143555,290.71827697753906,66.14784622192383,38.0859375,49.169921875,0.0,49.169921875,,
20171221190000,,,,,,,,,,,,
20171221200000,,,,,,,,,,,,
20171221210000,,,,,,,,,,,,
20171221220000,,,,,,,,,,,,
20171221230000,,,,,,,,,,,,
20171222000000,,,,,,,,,,,,
20171222010000,,,,,,,,,,,,
20171222020000,,,,,,,,,,,,
