,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171214030000,102166.74194335938,102134.423828125,-3.8282852172851562,-4.872424125671387,291.82322692871094,57.43864727020264,23.876953125,36.767578125,0.0,36.767578125,0.0,520.118293762207
20171214040000,102111.1572265625,102077.4658203125,-3.6422338485717773,-4.083280563354492,291.7975616455078,53.612032890319824,11.083984375,21.728515625,0.0,21.728515625,0.0,524.9502716064453
20171214050000,102088.45825195312,102055.73120117188,-4.159062385559082,-3.1820507049560547,291.9105529785156,55.59569549560547,22.216796875,43.9453125,0.0,43.9453125,0.0,310.51678466796875
20171214060000,102065.66162109375,102030.70068359375,-4.113167762756348,-3.9414196014404297,291.40936279296875,60.550875663757324,40.52734375,50.146484375,0.0,50.146484375,0.0,237.75
20171214070000,102040.10620117188,102010.791015625,-3.9371938705444336,-3.5755882263183594,291.5795135498047,57.723252296447754,24.267578125,31.73828125,0.0,31.73828125,0.0,135.75
20171214080000,102069.61059570312,102034.97924804688,-4.428418159484863,-3.5324764251708984,291.6078338623047,58.52845001220703,20.703125,24.267578125,0.0,24.267578125,0.0,16.15625
20171214090000,102132.470703125,102102.0263671875,-5.04426383972168,-3.6488513946533203,291.4976348876953,61.60050964355469,19.091796875,22.314453125,0.0,22.314453125,0.0,0.0
20171214100000,102209.06982421875,102181.75659179688,-5.138984680175781,-4.683650970458984,291.3170166015625,63.879703521728516,18.017578125,24.0234375,0.0,24.0234375,0.0,0.0
20171214110000,102246.28295898438,102217.05932617188,-4.474667549133301,-4.242744445800781,291.3448028564453,60.99125862121582,11.1328125,23.974609375,0.0,23.974609375,0.0,0.0
20171214120000,102250.2197265625,102218.24951171875,-3.979869842529297,-3.994915008544922,291.5306854248047,61.941965103149414,38.96484375,48.681640625,0.0,48.681640625,0.0,0.0
20171214130000,102246.22802734375,102216.259765625,-4.980859756469727,-3.6067934036254883,291.0122833251953,71.55348587036133,49.21875,55.322265625,0.0,55.322265625,0.0,0.0
20171214140000,102200.390625,102164.12353515625,-4.824411392211914,-3.9652280807495117,291.19532775878906,72.24806213378906,30.029296875,43.1640625,0.0,43.1640625,0.0,0.0
20171214150000,102144.53125,102109.04541015625,-3.73201847076416,-3.1328964233398438,291.2944030761719,69.2197618484497,15.576171875,30.078125,0.0,30.078125,0.0,0.0
20171214160000,102084.4482421875,102057.74536132812,-2.9063034057617188,-3.91079044342041,291.55043029785156,66.68852043151855,1.5625,24.8046875,0.0,24.8046875,0.0,0.0
20171214170000,102058.251953125,102020.64819335938,-3.0294694900512695,-3.879667282104492,291.7607116699219,65.44899082183838,3.125,30.76171875,0.0,30.76171875,0.0,0.0
20171214180000,102032.18383789062,101998.54125976562,-2.798617362976074,-3.600008010864258,291.8309631347656,66.6531114578247,5.95703125,31.005859375,0.0,31.005859375,,
20171214190000,,,,,,,,,,,,
20171214200000,,,,,,,,,,,,
20171214210000,,,,,,,,,,,,
20171214220000,,,,,,,,,,,,
20171214230000,,,,,,,,,,,,
20171215000000,,,,,,,,,,,,
20171215010000,,,,,,,,,,,,
20171215020000,,,,,,,,,,,,
