,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171230030000,102269.02465820312,102235.16845703125,-3.598353385925293,-3.445042610168457,293.064453125,55.03959274291992,4.58984375,3.515625,0.0,4.78515625,0.0,649.3081665039062
20171230040000,102118.59130859375,102085.17456054688,-3.319401741027832,-2.981781005859375,293.1221923828125,55.46098327636719,9.912109375,6.1767578125,0.0,9.912109375,0.0,596.6790008544922
20171230050000,102113.53149414062,102086.29760742188,-1.8714218139648438,-3.0376319885253906,293.2587890625,54.84800910949707,14.453125,14.111328125,0.0,15.771484375,0.0,495.61900520324707
20171230060000,102076.59301757812,102044.76318359375,-1.5803947448730469,-3.5936717987060547,293.3009338378906,55.268680572509766,13.28125,12.451171875,0.0,14.16015625,0.0,351.30447375774384
20171230070000,102044.69604492188,102010.21118164062,-2.471646308898926,-2.730815887451172,293.2228698730469,56.8408203125,21.240234375,21.77734375,0.0,23.388671875,0.0,164.125
20171230080000,102069.6533203125,102042.29125976562,-3.076443672180176,-1.8936271667480469,292.98687744140625,60.435062408447266,28.857421875,31.884765625,0.0,31.982421875,0.0,24.5625
20171230090000,102107.01293945312,102072.00317382812,-3.2683868408203125,-2.1947507858276367,292.78822326660156,63.51405715942383,33.544921875,36.572265625,0.0,36.572265625,0.0,0.0
20171230100000,102151.64794921875,102125.03051757812,-3.3102588653564453,-2.7149906158447266,292.6580505371094,64.41897201538086,28.955078125,29.296875,0.0,29.541015625,0.0,0.0
20171230110000,102186.2548828125,102154.92553710938,-3.240544319152832,-2.8812694549560547,292.4332733154297,64.59616279602051,18.06640625,20.361328125,0.0,20.361328125,0.0,0.0
20171230120000,102199.49951171875,102165.31982421875,-3.5201358795166016,-2.220203399658203,292.1506042480469,65.96718788146973,19.970703125,23.388671875,0.0,23.388671875,0.0,0.0
20171230130000,102202.1728515625,102174.15771484375,-3.0943498611450195,-2.1311378479003906,291.9801940917969,66.39219093322754,23.486328125,29.00390625,0.0,29.00390625,0.0,0.0
20171230140000,102171.60034179688,102144.3603515625,-3.077683448791504,-1.5681943893432617,291.89524841308594,66.19319534301758,27.197265625,34.66796875,0.0,34.66796875,0.0,0.0
20171230150000,102124.72534179688,102086.63330078125,-2.9038352966308594,-1.270111083984375,291.8332061767578,65.78108596801758,33.935546875,43.798828125,0.0,43.798828125,0.0,0.0
20171230160000,102087.646484375,102051.0009765625,-2.892393112182617,-1.4394636154174805,291.8377227783203,65.71410369873047,38.134765625,45.654296875,0.0,45.654296875,0.0,0.0
20171230170000,102069.56176757812,102037.16430664062,-2.4723081588745117,-1.7704219818115234,291.82630920410156,65.73283767700195,42.236328125,49.072265625,0.0,49.072265625,0.0,0.0
20171230180000,102040.58227539062,102007.44018554688,-2.4132022857666016,-1.4730854034423828,291.7951965332031,65.92311668395996,46.337890625,50.0,0.0,50.0,,
20171230190000,,,,,,,,,,,,
20171230200000,,,,,,,,,,,,
20171230210000,,,,,,,,,,,,
20171230220000,,,,,,,,,,,,
20171230230000,,,,,,,,,,,,
20171231000000,,,,,,,,,,,,
20171231010000,,,,,,,,,,,,
20171231020000,,,,,,,,,,,,
