,Pressure reduced to MSL,Pressure,u-component of wind,v-component of wind,Temperature,Relative humidity,Low cloud cover,Medium cloud cover,High cloud cover,Total cloud cover,Total precipitation,Downward short-wave radiation flux
20171216030000,101876.45874023438,101838.70849609375,-1.6885108947753906,-4.028356552124023,295.1375274658203,67.13599109649658,19.189453125,30.17578125,0.0,30.17578125,0.0,414.5915641784668
20171216040000,101818.2861328125,101789.453125,-1.275491714477539,-5.439920425415039,294.98876953125,67.92835807800293,47.119140625,48.193359375,0.0,48.6328125,0.0,325.9212245941162
20171216050000,101802.10571289062,101773.9990234375,-2.3906850814819336,-9.786874771118164,294.1576232910156,78.25190353393555,31.4453125,46.435546875,0.0,46.435546875,0.0078125,294.619366645813
20171216060000,101812.890625,101777.0263671875,-3.545863151550293,-11.277044296264648,293.33189392089844,82.43188095092773,44.384765625,50.634765625,0.0,50.634765625,0.5390625,163.125
20171216070000,101881.70776367188,101845.26977539062,-3.1365718841552734,-12.78178596496582,292.1442108154297,85.24281311035156,52.294921875,63.18359375,8.935546875,63.18359375,1.2109375,65.625
20171216080000,101974.8046875,101945.42846679688,-3.0192298889160156,-14.43606185913086,291.7362365722656,83.87829971313477,56.103515625,53.3203125,0.0,56.103515625,0.375,9.25
20171216090000,102097.0703125,102061.17553710938,-2.838343620300293,-14.982845306396484,291.56103515625,82.51382255554199,56.34765625,50.9765625,10.205078125,56.34765625,0.265625,0.0
20171216100000,102190.41748046875,102152.11181640625,-2.693936347961426,-15.841522216796875,291.28749084472656,83.46869087219238,61.328125,54.78515625,0.0,61.328125,0.2421875,0.0
20171216110000,102260.77270507812,102229.2724609375,-2.540304183959961,-15.346317291259766,291.0366516113281,81.20881271362305,55.908203125,51.416015625,0.0,55.908203125,0.1328125,0.0
20171216120000,102294.3359375,102266.44897460938,-2.2182493209838867,-14.975740432739258,290.87901306152344,81.07390403747559,58.935546875,54.8828125,0.0,58.935546875,0.109375,0.0
20171216130000,102305.15747070312,102268.53637695312,-2.0217971801757812,-14.529529571533203,290.69944763183594,82.46158790588379,60.498046875,54.1015625,0.0,60.498046875,0.140625,0.0
20171216140000,102282.07397460938,102243.79272460938,-1.9809694290161133,-14.257684707641602,290.74949645996094,81.21223831176758,56.4453125,51.025390625,16.11328125,56.4453125,0.0625,0.0
20171216150000,102260.26000976562,102228.76586914062,-2.5956554412841797,-14.735725402832031,290.4568328857422,82.33494186401367,59.1796875,54.541015625,47.36328125,59.1796875,0.140625,0.0
20171216160000,102272.50366210938,102236.63330078125,-2.441560745239258,-14.339820861816406,290.1833190917969,82.43630790710449,61.083984375,54.39453125,33.30078125,61.083984375,0.09375,0.0
20171216170000,102292.67578125,102256.8115234375,-1.8197307586669922,-14.175086975097656,290.10475158691406,78.3862133026123,60.498046875,53.515625,34.47265625,60.498046875,0.0,0.0
20171216180000,102295.21484375,102267.88330078125,-2.490452766418457,-13.899425506591797,289.6723327636719,81.69133186340332,58.935546875,50.78125,61.03515625,61.5234375,,
20171216190000,,,,,,,,,,,,
20171216200000,,,,,,,,,,,,
20171216210000,,,,,,,,,,,,
20171216220000,,,,,,,,,,,,
20171216230000,,,,,,,,,,,,
20171217000000,,,,,,,,,,,,
20171217010000,,,,,,,,,,,,
20171217020000,,,,,,,,,,,,
